model_id,timing_mode,checkpoint_id,revision_target_id,n_forecasts,n_variance,share_positive_variance,share_finite_sd,min_forecast_variance,median_forecast_variance,max_forecast_variance,mean_forecast_sd,empirical_error_sd,RMSE,mean_sd_to_rmse,mean_sd_to_empirical_error_sd,coverage_68,coverage_90,model_implied_share
ar,exact,pre_advance,DELTA_SA,4,0,0.0,0.0,,,,,0.17115364879920256,0.27631086416435663,,,,,0.0
ar,exact,pre_second,DELTA_TS,4,0,0.0,0.0,,,,,0.23623026022660076,0.42872944892155945,,,,,0.0
ar,exact,pre_third,DELTA_MT,4,0,0.0,0.0,,,,,20.14615318580844,23.126767719300748,,,,,0.0
ar,pseudo,pre_advance,DELTA_SA,4,0,0.0,0.0,,,,,0.17115364879920256,0.27631086416435663,,,,,0.0
ar,pseudo,pre_second,DELTA_TS,4,0,0.0,0.0,,,,,0.23623026022660076,0.42872944892155945,,,,,0.0
ar,pseudo,pre_third,DELTA_MT,4,0,0.0,0.0,,,,,20.14615318580844,23.126767719300748,,,,,0.0
bridge,exact,pre_advance,DELTA_SA,4,0,0.0,0.0,,,,,0.23610034696127294,0.2511904928155969,,,,,0.0
bridge,exact,pre_second,DELTA_TS,4,0,0.0,0.0,,,,,0.27518128507925677,0.28248451159643784,,,,,0.0
bridge,exact,pre_third,DELTA_MT,4,0,0.0,0.0,,,,,0.9995461282401245,1.3287434726419107,,,,,0.0
bridge,pseudo,pre_advance,DELTA_SA,4,0,0.0,0.0,,,,,0.23593335087350178,0.25970260985841104,,,,,0.0
bridge,pseudo,pre_second,DELTA_TS,4,0,0.0,0.0,,,,,0.27097476105495016,0.28462474211377353,,,,,0.0
bridge,pseudo,pre_third,DELTA_MT,4,0,0.0,0.0,,,,,0.9425414567872746,1.324650235876123,,,,,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,4,4,1.0,1.0,17.01160140097427,19.361162115655215,21.73826149557864,4.392871760883067,0.2107304973182571,0.18521783796384184,23.717325551228182,20.845923189981868,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,4,4,1.0,1.0,16.57843095274481,16.709726189865346,16.76929020704924,4.085550165336799,0.0853701938617922,0.15440160297095354,26.46054242134639,47.85686877964681,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,4,4,1.0,1.0,17.100851245709965,22.49017731194506,22.549087858869697,4.592165399416306,0.6028643683836911,0.5274127178974736,8.706967510610921,7.617244674333842,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,4,4,1.0,1.0,17.0113300713639,19.360923828204434,21.737952081263455,4.392841668177894,0.2107304973182571,0.18521783796384184,23.717163079268115,20.84578038813042,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,4,4,1.0,1.0,16.579091045405896,16.709875633895564,16.771314631832826,4.085641363945437,0.0853701938617922,0.15440160297095354,26.46113307977793,47.85793705189164,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,4,4,1.0,1.0,17.100939536801697,22.48780541090437,22.543758094932382,4.591902857082396,0.6028643683836911,0.5274127178974736,8.706469717658647,7.616809182791004,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,4,4,1.0,1.0,21.46327373762345,23.357459978506697,25.296965607831055,4.830139715051994,0.3198659811017377,0.3465459412158572,13.93794917379623,15.100510840243754,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,4,4,1.0,1.0,16.32787069476346,16.424044672076224,16.453622631869656,4.050600073666038,0.08554318580694406,0.15330669701521057,26.42154682429921,47.351522338758,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,4,4,1.0,1.0,20.956059852669007,26.493420298142176,26.557809267390805,5.006388146653671,0.6473468406047566,0.5749887914436079,8.706931719632786,7.733702912609666,1.0,1.0,1.0
