model_id,timing_mode,checkpoint_id,target_id,n_seeds,seeds,rmse_min,rmse_median,rmse_max,rmse_range,convergence_rate_min,convergence_rate_median,convergence_rate_max,median_relative_llf_improvement_max
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,5,1;2;3;4;5,5.5066714165294535,5.523429965585861,5.5428803630485595,0.036208946519106,1.0,1.0,1.0,9.186174837932144e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,5,1;2;3;4;5,0.4081825760387841,0.4153157892330316,0.4162737181203494,0.008091142081565306,1.0,1.0,1.0,9.499954860235064e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,5,1;2;3;4;5,0.2325197694529441,0.2333215102593099,0.2334229723813222,0.0009032029283781162,1.0,1.0,1.0,9.533974040395037e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,5,1;2;3;4;5,5.486515049341501,5.514714725232004,5.53641954876132,0.049904499419819004,1.0,1.0,1.0,9.241075876705178e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,5,1;2;3;4;5,0.4080103136109748,0.4151272751493424,0.4161027530648776,0.008092439453902811,1.0,1.0,1.0,9.446098191882017e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,5,1;2;3;4;5,0.2325148445774769,0.2333183148668421,0.2334197571103843,0.0009049125329073926,1.0,1.0,1.0,9.47609124860278e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,5,1;2;3;4;5,5.670375394979567,5.875890373168187,5.923603028643477,0.25322763366390966,1.0,1.0,1.0,9.356711649061698e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,5,1;2;3;4;5,0.5377032774837568,0.5748812619321619,0.5826268379947507,0.04492356051099389,1.0,1.0,1.0,9.338044741645742e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,5,1;2;3;4;5,0.2345859763546545,0.2348914161594232,0.235155060727751,0.0005690843730964956,1.0,1.0,1.0,9.39255963427707e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,5,1;2;3;4;5,5.669771809559865,5.877284647282147,5.9283652338055495,0.2585934242456842,1.0,1.0,1.0,9.394641298147408e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,5,1;2;3;4;5,0.5406690114916948,0.575871627119198,0.584020378834148,0.04335136734245326,1.0,1.0,1.0,9.337748213420872e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,T,5,1;2;3;4;5,0.2345729260324652,0.2348761904528144,0.2351340257300246,0.0005610996975593807,1.0,1.0,1.0,9.38148631962382e-05
monthly_mixed_frequency_kalman_em,exact,pre_advance,A,5,1;2;3;4;5,6.3725243691147115,6.3725243691147115,6.3725243691147115,0.0,1.0,1.0,1.0,9.572414527196684e-05
monthly_mixed_frequency_kalman_em,exact,pre_second,S,5,1;2;3;4;5,0.4910680638084507,0.4910680638084507,0.4910680638084507,0.0,1.0,1.0,1.0,9.52599059953708e-05
monthly_mixed_frequency_kalman_em,exact,pre_third,T,5,1;2;3;4;5,0.2648647939390096,0.2648647939390096,0.2648647939390096,0.0,1.0,1.0,1.0,9.563042612598784e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,5,1;2;3;4;5,6.37204848947156,6.37204848947156,6.37204848947156,0.0,1.0,1.0,1.0,9.588151803920288e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,5,1;2;3;4;5,0.4853307494064026,0.4853307494064026,0.4853307494064026,0.0,1.0,1.0,1.0,9.47677659511293e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,5,1;2;3;4;5,0.2668187274285364,0.2668187274285364,0.2668187274285364,0.0,1.0,1.0,1.0,9.411801496926024e-05
revision_dfm_kalman_em,exact,pre_advance,A,5,1;2;3;4;5,5.667158948511096,5.7267354420142205,5.850169767130359,0.18301081861926338,1.0,1.0,1.0,9.482693078051976e-05
revision_dfm_kalman_em,exact,pre_second,S,5,1;2;3;4;5,0.7307315990538789,0.7307689113367473,0.7316711788117382,0.000939579757859299,1.0,1.0,1.0,9.483801371720942e-05
revision_dfm_kalman_em,exact,pre_third,T,5,1;2;3;4;5,0.2355194244098596,0.2357259917729824,0.2357921323780492,0.000272707968189595,1.0,1.0,1.0,9.630346906820018e-05
revision_dfm_kalman_em,pseudo,pre_advance,A,5,1;2;3;4;5,5.657869595899262,5.749226577345395,5.844408949547612,0.1865393536483495,1.0,1.0,1.0,9.499165756047696e-05
revision_dfm_kalman_em,pseudo,pre_second,S,5,1;2;3;4;5,0.7294265088465286,0.7301370068195893,0.7304285385095195,0.0010020296629908998,1.0,1.0,1.0,9.46004268944832e-05
revision_dfm_kalman_em,pseudo,pre_third,T,5,1;2;3;4;5,0.235526830017713,0.2357352864385524,0.2358000731276473,0.000273243109934318,1.0,1.0,1.0,9.68497736261434e-05
