timing_mode,checkpoint_id,revision_target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
exact,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.5650492032192075,0.4009383312878246,0.0257923808265668,0.8332312445906385,0.0698098895977489,0.5822784810126582,79,10,False
exact,pre_second,DELTA_TS,revision_dfm_kalman_em,0.3613388505314374,0.2380469793886004,-0.0505173036253553,0.8858163768964118,0.0933115529590905,0.569620253164557,79,10,True
exact,pre_third,DELTA_MT,no_revision; indicator_revision_only_dfm_kalman_em,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,80,10,False
pseudo,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.5647636789458039,0.40027724164357,0.0259478113056907,0.8328102056008772,0.0691460827339417,0.5822784810126582,79,10,False
pseudo,pre_second,DELTA_TS,revision_dfm_kalman_em,0.3613356334874495,0.23801761690547,-0.0505451555785866,0.8858084903648489,0.0932941999494027,0.569620253164557,79,10,True
pseudo,pre_third,DELTA_MT,no_revision; indicator_revision_only_dfm_kalman_em,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,80,10,False
