subsample,timing_mode,checkpoint_id,target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,A,standard_dfm; release_dfm,3.065863149762876,1.6259560683385963,0.5613778136832769,0.4295805264860708,,0.9375,80,10,True
full_sample,exact,pre_second,S,no_revision,0.5696627235545563,0.3997025316455695,-0.0657987341772152,0.08205895236639228,,0.9620253164556962,79,10,False
full_sample,exact,pre_third,T,no_revision,0.36218671255306983,0.24027250000000003,-0.04849250000000001,0.05284388428239744,,1.0,80,10,False
full_sample,pseudo,pre_advance,A,standard_dfm; release_dfm,3.051686880620196,1.617840274844697,0.5850074419094153,0.42759418565334584,,0.9375,80,10,True
full_sample,pseudo,pre_second,S,no_revision,0.5696627235545563,0.3997025316455695,-0.0657987341772152,0.08205895236639228,,0.9620253164556962,79,10,False
full_sample,pseudo,pre_third,T,no_revision,0.36218671255306983,0.24027250000000003,-0.04849250000000001,0.05284388428239744,,1.0,80,10,False
exclude_pandemic,exact,pre_advance,A,standard_dfm; release_dfm,1.8079609698245875,1.2652601962914358,0.5375055241343129,0.9246272710531576,,0.9358974358974359,78,10,True
exclude_pandemic,exact,pre_second,S,monthly_mixed_frequency_kalman_em,0.5513481684229447,0.3874412729611092,0.06350665641137078,0.25657379667018776,,0.961038961038961,77,10,False
exclude_pandemic,exact,pre_third,T,no_revision,0.3625432587804929,0.23753461538461534,-0.04083717948717947,0.16387676376283158,,1.0,78,10,False
exclude_pandemic,pseudo,pre_advance,A,standard_dfm; release_dfm,1.8063892169988638,1.2603360491903213,0.554689295165442,0.9238234453344198,,0.9358974358974359,78,10,True
exclude_pandemic,pseudo,pre_second,S,monthly_mixed_frequency_kalman_em,0.5502452483155772,0.38560693438176036,0.06141561532098049,0.25606054494364155,,0.961038961038961,77,10,False
