model_id,timing_mode,checkpoint_id,n_matrices,share_psd,max_asymmetry,min_eigenvalue_min,min_eigenvalue_median,max_eigenvalue_median
indicator_revision_only_dfm_kalman_em,exact,pre_advance,4,1.0,0.0,2.8790153187393184,3.270338538343826,24.048893175629697
indicator_revision_only_dfm_kalman_em,exact,pre_second,4,1.0,0.0,3.2594251563954386,3.2855087795207716,11.80425584731865
indicator_revision_only_dfm_kalman_em,exact,pre_third,4,1.0,0.0,2.859168619149954,3.064143134233476,8.39042073017399
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,4,1.0,0.0,2.8790039146050006,3.270336717395045,24.049037295004055
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,4,1.0,0.0,3.259427024360384,3.285488790482767,11.804148631549936
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,4,1.0,0.0,2.8588965239791735,3.063924673178837,8.389985794418498
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,4,1.0,8.881784197001252e-16,2.9612906701371053,3.3256570861769834,25.183627288555428
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,4,1.0,4.440892098500626e-16,3.3160485521488736,3.3403824051291657,13.138878752018785
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,4,1.0,4.440892098500626e-16,2.944495226305942,3.135211278300684,9.198658028743441
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,4,1.0,1.7763568394002505e-15,2.961282316505742,3.3256566345260024,25.18378709750835
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,4,1.0,4.440892098500626e-16,3.3160515320740696,3.3403635878190174,13.13877674891834
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,4,1.0,2.220446049250313e-16,2.944300028369838,3.1350520421146353,9.198390329302292
monthly_mixed_frequency_kalman_em,exact,pre_advance,4,1.0,0.0,3.396258605318696,4.0989349034334746,29.8997355437294
monthly_mixed_frequency_kalman_em,exact,pre_second,4,1.0,0.0,3.348880951128716,3.7509904747982104,13.17212873405891
monthly_mixed_frequency_kalman_em,exact,pre_third,4,1.0,0.0,3.3676438097675963,4.083760346095155,11.508071072018588
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,4,1.0,0.0,3.396227804904088,4.098934135081716,29.894920268264897
monthly_mixed_frequency_kalman_em,pseudo,pre_second,4,1.0,0.0,3.348808491836675,3.7509823905023127,13.171834991629018
monthly_mixed_frequency_kalman_em,pseudo,pre_third,4,1.0,0.0,3.3682439710497674,4.0837608092438025,11.507996084911152
revision_dfm_kalman_em,exact,pre_advance,4,1.0,8.881784197001252e-16,2.910870385713572,2.933659042460379,26.480427309519946
revision_dfm_kalman_em,exact,pre_second,4,1.0,4.440892098500626e-16,2.9256733170183913,3.120608362525585,13.011057127877603
revision_dfm_kalman_em,exact,pre_third,4,1.0,2.220446049250313e-16,2.9054756997644287,2.9426573194324654,8.899657343205188
revision_dfm_kalman_em,pseudo,pre_advance,4,1.0,8.881784197001252e-16,2.9108666034462263,2.9336068775561017,26.479801005435522
revision_dfm_kalman_em,pseudo,pre_second,4,1.0,8.881784197001252e-16,2.925660549490233,3.120607130397426,13.011099438859361
revision_dfm_kalman_em,pseudo,pre_third,4,1.0,2.220446049250313e-16,2.905475075300773,2.942741041916482,8.900182201391509
