model_id,timing_mode,checkpoint_id,target_id,n_forecasts,n_variance,share_positive_variance,share_finite_sd,min_forecast_variance,median_forecast_variance,max_forecast_variance,mean_forecast_sd,empirical_error_sd,RMSE,mean_sd_to_rmse,mean_sd_to_empirical_error_sd,coverage_68,coverage_90,model_implied_share
ar,exact,pre_advance,A,4,0,0.0,0.0,,,,,0.6142647031774456,0.5449478501967144,,,,,0.0
ar,exact,pre_second,S,4,0,0.0,0.0,,,,,0.8093382287384827,0.738338556884482,,,,,0.0
ar,exact,pre_third,T,4,0,0.0,0.0,,,,,0.7960259717726038,0.7105338846281707,,,,,0.0
ar,pseudo,pre_advance,A,4,0,0.0,0.0,,,,,0.6142647031774456,0.5449478501967144,,,,,0.0
ar,pseudo,pre_second,S,4,0,0.0,0.0,,,,,0.8093382287384827,0.738338556884482,,,,,0.0
ar,pseudo,pre_third,T,4,0,0.0,0.0,,,,,0.7960259717726038,0.7105338846281707,,,,,0.0
bridge,exact,pre_advance,A,4,0,0.0,0.0,,,,,0.6000296074465384,0.5313621355918142,,,,,0.0
bridge,exact,pre_second,S,4,0,0.0,0.0,,,,,0.15098873210746433,0.15875445621736395,,,,,0.0
bridge,exact,pre_third,T,4,0,0.0,0.0,,,,,0.31164610574527596,0.45122039048795765,,,,,0.0
bridge,pseudo,pre_advance,A,4,0,0.0,0.0,,,,,0.5596146864441941,0.5049320916956728,,,,,0.0
bridge,pseudo,pre_second,S,4,0,0.0,0.0,,,,,0.1937212168994017,0.2283940623867197,,,,,0.0
bridge,pseudo,pre_third,T,4,0,0.0,0.0,,,,,0.3305064887516901,0.403024052943544,,,,,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,4,4,1.0,1.0,7.909606377476431,8.31641869527025,8.384546472074591,2.868911583853721,0.5860186587089108,0.5309941054812458,5.402906650448775,4.895597676316953,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,4,4,1.0,1.0,5.2548691586605685,5.296829371479956,5.334373330816941,2.3012353903019,0.37269224389495526,0.32801152877325496,7.015714962545351,6.174626459225462,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,4,4,1.0,1.0,4.093409614894478,4.37401006136079,4.658334132136503,2.0906326141996057,0.24984898328927238,0.23453776908754495,8.91384198942919,8.367585037474795,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,4,4,1.0,1.0,7.909526210977531,8.316453002830375,8.38346524038058,2.8688643130441425,0.5842384034563868,0.5236848551202138,5.4782266185368,4.910434329670529,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,4,4,1.0,1.0,5.254887788092674,5.296788847857721,5.334343583402401,2.3012303887891545,0.37216295030508206,0.3276923962428822,7.022532152633491,6.1833946310418915,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,4,4,1.0,1.0,4.093073581526312,4.373733771316857,4.658328661893431,2.0905774914033257,0.25203008247976877,0.23573240353166608,8.86843497153117,8.294952216948715,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,4,4,1.0,1.0,11.099541487294848,11.513331253512762,11.605715201936173,3.3811422950154184,0.598442397899202,0.5184186427504074,6.52203068369065,5.649904329781323,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,4,4,1.0,1.0,5.534094749132655,5.574756550547761,5.610531622172561,2.3608257247161903,0.4407560827011726,0.40781612789394606,5.788946447282563,5.356308891411947,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,4,4,1.0,1.0,4.262250808283357,4.501067886396319,4.743719986588297,2.1211028396074334,0.27876201180050136,0.24420234596767407,8.685841371434702,7.609009656327995,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,4,4,1.0,1.0,11.09943039526081,11.513383080726975,11.604262681054838,3.3810886415931476,0.5832880395170783,0.5053064081224614,6.691165176701535,5.796602043121701,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,4,4,1.0,1.0,5.534114683934914,5.5747174408506766,5.610504750530261,2.360821219567736,0.44019130930468015,0.4075552764419384,5.792640547260995,5.363170897891772,1.0,1.0,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,T,4,4,1.0,1.0,4.261988451525021,4.500856128729452,4.74371552871945,2.121061118762399,0.28105967279038496,0.24594854750305592,8.624003436068453,7.546657610835163,1.0,1.0,1.0
midas_umidas,exact,pre_advance,A,4,0,0.0,0.0,,,,,1.4902271325293286,1.6879081724991065,,,,,0.0
midas_umidas,exact,pre_second,S,4,0,0.0,0.0,,,,,0.8913558604526485,0.9209467497407415,,,,,0.0
midas_umidas,exact,pre_third,T,4,0,0.0,0.0,,,,,0.5217240017385275,0.9045773686983376,,,,,0.0
midas_umidas,pseudo,pre_advance,A,4,0,0.0,0.0,,,,,1.3176104058822555,1.689460771865063,,,,,0.0
midas_umidas,pseudo,pre_second,S,4,0,0.0,0.0,,,,,0.913938593507193,0.9481819501898362,,,,,0.0
midas_umidas,pseudo,pre_third,T,4,0,0.0,0.0,,,,,0.5096849102255431,0.8771533289908378,,,,,0.0
monthly_mixed_frequency_kalman_em,exact,pre_advance,A,4,4,1.0,1.0,13.5128676747613,14.524491301461143,14.615611772131246,3.7803051804767343,0.3601470046155931,0.3251270011807051,11.62716466718692,10.496561493026118,1.0,1.0,1.0
monthly_mixed_frequency_kalman_em,exact,pre_second,S,4,4,1.0,1.0,5.0539364482784,5.613790964191045,6.130575980432769,2.3645621468149676,0.3925103800349046,0.340881250998698,6.936615433930097,6.024202841730441,1.0,1.0,1.0
monthly_mixed_frequency_kalman_em,exact,pre_third,T,4,4,1.0,1.0,5.597980440693442,6.737858173919263,6.813827267542263,2.541952203375349,0.3694850263860238,0.32675503174949666,7.7793819723765125,6.879716421091486,1.0,1.0,1.0
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,4,4,1.0,1.0,13.512296694705668,14.523348834977895,14.614200400898694,3.7801646728754172,0.3703487225693813,0.3400130707834623,11.11770398757058,10.207041208754918,1.0,1.0,1.0
monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,4,4,1.0,1.0,5.053754028824919,5.613735557670825,6.130538317223876,2.364544091948072,0.3885426786093314,0.33766555766584455,7.002621494159128,6.085674038206633,1.0,1.0,1.0
monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,4,4,1.0,1.0,5.5990026244748545,6.73782688870125,6.815122708462272,2.542065223083124,0.36869090435295526,0.32524362188355727,7.8158803187637185,6.8948411611737335,1.0,1.0,1.0
