subsample,timing_mode,checkpoint_id,target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,A,monthly_mixed_frequency_kalman_em,0.40855512020390733,0.39215079034798417,0.00583030804079826,0.7497141608255317,,1.0,4,11,False
full_sample,exact,pre_second,S,bridge,0.15875445621736384,0.11752955582833623,-0.09002654859154767,0.2150158009995434,,1.0,4,11,False
full_sample,exact,pre_third,T,release_dfm,0.07635804231071439,0.054055036491492674,-0.03729351933627938,0.107465729591029,,1.0,4,11,True
full_sample,pseudo,pre_advance,A,monthly_mixed_frequency_kalman_em,0.42079641454902467,0.4109065246306736,-0.015978047824469044,0.7721774008230811,,1.0,4,11,False
full_sample,pseudo,pre_second,S,no_revision,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.25085759945328223,,1.0,4,11,False
full_sample,pseudo,pre_third,T,release_dfm,0.07628200203124007,0.0538594981049051,-0.0376027636068507,0.10735871107844376,,1.0,4,11,True
exclude_pandemic,exact,pre_advance,A,monthly_mixed_frequency_kalman_em,0.40855512020390733,0.39215079034798417,0.00583030804079826,0.7497141608255317,,1.0,4,11,False
exclude_pandemic,exact,pre_second,S,bridge,0.15875445621736384,0.11752955582833623,-0.09002654859154767,0.2150158009995434,,1.0,4,11,False
exclude_pandemic,exact,pre_third,T,release_dfm,0.07635804231071439,0.054055036491492674,-0.03729351933627938,0.107465729591029,,1.0,4,11,True
exclude_pandemic,pseudo,pre_advance,A,monthly_mixed_frequency_kalman_em,0.42079641454902467,0.4109065246306736,-0.015978047824469044,0.7721774008230811,,1.0,4,11,False
exclude_pandemic,pseudo,pre_second,S,no_revision,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.25085759945328223,,1.0,4,11,False
exclude_pandemic,pseudo,pre_third,T,release_dfm,0.07628200203124007,0.0538594981049051,-0.0376027636068507,0.10735871107844376,,1.0,4,11,True
post_pandemic,exact,pre_advance,A,monthly_mixed_frequency_kalman_em,0.40855512020390733,0.39215079034798417,0.00583030804079826,0.7497141608255317,,1.0,4,11,False
post_pandemic,exact,pre_second,S,bridge,0.15875445621736384,0.11752955582833623,-0.09002654859154767,0.2150158009995434,,1.0,4,11,False
post_pandemic,exact,pre_third,T,release_dfm,0.07635804231071439,0.054055036491492674,-0.03729351933627938,0.107465729591029,,1.0,4,11,True
post_pandemic,pseudo,pre_advance,A,monthly_mixed_frequency_kalman_em,0.42079641454902467,0.4109065246306736,-0.015978047824469044,0.7721774008230811,,1.0,4,11,False
post_pandemic,pseudo,pre_second,S,no_revision,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.25085759945328223,,1.0,4,11,False
post_pandemic,pseudo,pre_third,T,release_dfm,0.07628200203124007,0.0538594981049051,-0.0376027636068507,0.10735871107844376,,1.0,4,11,True
