timing_mode,checkpoint_id,revision_target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.1852178379638418,0.1386249999999999,0.0316249999999999,0.8319995210226064,,0.0,4,11,False
exact,pre_second,DELTA_TS,ar,0.0983874810469687,0.0803600845475338,-0.0600133792012362,1.0,1.0,1.0,4,11,False
exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.3260050647897487,0.2277760668130872,0.1249464229654982,0.3969311899628693,,0.0,4,11,False
pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.1852178379638418,0.1386249999999999,0.0316249999999999,0.8319995210226064,,0.0,4,11,False
pseudo,pre_second,DELTA_TS,ar,0.0983874810469687,0.0803600845475338,-0.0600133792012362,1.0,1.0,1.0,4,11,False
pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.3260050647897487,0.2277760668130872,0.1249464229654982,0.3969311899628693,,0.0,4,11,False
