model_id,timing_mode,checkpoint_id,target_id,n_forecasts,RMSE,MAE,bias,relative_RMSFE,DM_test,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,run_label,source_dir,inferred_max_iter
standard_dfm,pseudo,pre_third,T,80,2.906128566370332,1.6923315853777292,0.6300497207873997,0.4240109212966813,0.1930971600572908,0.925,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
ar,exact,pre_advance,A,80,7.136876466075766,2.4019986787197354,-0.0348836821925187,1.0,1.0,0.9125,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
bridge,exact,pre_advance,A,80,4.873697083215683,2.0735239008375914,-0.08665986755251,0.6828893713352308,0.2066013457099369,0.9,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,80,3.842403808539885,2.2405598710975547,0.2527361493935052,0.5383873220734956,0.2129938008777099,0.8875,1.0,32.65,9.105742306303116e-05,9.41571618339938e-05,9.991144308001352e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,80,3.774947246769973,2.101554163930341,0.0840228356236881,0.5289354894558851,0.2030784692434598,0.8875,1.0,34.1,9.081177853535304e-05,9.41287881462045e-05,9.979822504941555e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
midas_umidas,exact,pre_advance,A,80,13.366462459510316,8.137926816907179,-1.4902070873138529,1.8728728909693328,0.0021819846694521,0.6125,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,exact,pre_advance,A,80,4.657583212107029,2.2045638876378484,0.3292067544941976,0.6526080750096008,0.315869150844753,0.9375,0.975,46.225,9.80834477777218e-05,9.566845741268812e-05,0.0002499161953542,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
no_revision,exact,pre_advance,A,80,7.26944298718703,2.553570419453158,-0.1943847229089564,1.0185748655930085,0.0511144806424531,0.8875,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
release_dfm,exact,pre_advance,A,80,3.0658631497628757,1.6259560683385963,0.5613778136832768,0.4295805264860707,0.2108819315398011,0.9375,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
revision_dfm_kalman_em,exact,pre_advance,A,80,3.5252125705476365,1.870266982735803,0.1344448121228786,0.4939433360384316,0.1941815448656935,0.95,1.0,26.825,9.4484989242235e-05,9.434983379256672e-05,9.982012003202512e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
standard_dfm,exact,pre_advance,A,80,3.0658631497628757,1.6259560683385963,0.5613778136832768,0.4295805264860707,0.2108819315398011,0.9375,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
ar,exact,pre_second,S,79,6.942115480721942,2.4901407735357477,0.042512275116617,1.0,1.0,0.8987341772151899,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
bridge,exact,pre_second,S,79,4.54265384858136,2.0823601603453783,-0.0567565170461702,0.6543616079559872,0.1929801326672391,0.9113924050632912,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,79,0.5985395768069837,0.4473145629447703,-0.0118066889020346,0.0862186142637804,0.1556980527306601,0.9746835443037974,1.0,33.10126582278481,9.082527133714138e-05,9.419516249143805e-05,9.984730119052758e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,79,0.648682491274281,0.4835559095021275,0.0573955413731997,0.0934416163308798,0.1560880530987273,0.9620253164556962,1.0,35.40506329113924,9.098361059742696e-05,9.480598399541228e-05,9.995821526654506e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
midas_umidas,exact,pre_second,S,79,4.770330173181986,2.073561429579366,0.4285683883104983,0.6871579976491399,0.2968302601058723,0.8607594936708861,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,exact,pre_second,S,79,0.6102047751844892,0.3979529993017101,0.0235478420702863,0.0878989663711314,0.1556643043975647,0.9620253164556962,0.9620253164556962,47.0126582278481,9.822800955177292e-05,9.624346607630386e-05,0.0002141127235462,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
no_revision,exact,pre_second,S,79,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.0820589523663922,0.1554026466179592,0.9620253164556962,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
release_dfm,exact,pre_second,S,79,0.6907381923525489,0.4420605262914328,-0.0075048396001814,0.0994996689799686,0.1561388973955709,0.9620253164556962,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
revision_dfm_kalman_em,exact,pre_second,S,79,0.665958315441715,0.4514179909360126,0.065406718450753,0.095930169599031,0.155888560396566,0.9620253164556962,1.0,27.26582278481013,9.390884019969012e-05,9.408940900249592e-05,9.998581246339528e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
standard_dfm,exact,pre_second,S,79,2.9233852978395793,1.6559888022137654,0.6257983634253164,0.4211087104439184,0.1984054634308842,0.9240506329113924,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
ar,exact,pre_third,T,80,6.853900266254954,2.504536216607909,0.0681353139193999,1.0,1.0,0.9,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
bridge,exact,pre_third,T,80,4.4019297631577015,2.034724902716331,-0.0398637238758494,0.642251797101647,0.1851955957714749,0.9,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,80,0.371883243240598,0.242823563278329,-0.0488531578558557,0.0542586306765445,0.1487826874588831,1.0,1.0,32.725,9.255428882301122e-05,9.558185358573046e-05,9.981949810062798e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,80,0.3722570235492137,0.2459236819011024,-0.0393700820228373,0.0543131660934743,0.1487914700121068,1.0,1.0,34.7625,9.337302432053944e-05,9.5751494242425e-05,9.992570249547904e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
midas_umidas,exact,pre_third,T,80,6.1904905088081,2.464334501422958,0.360042216092577,0.9032069724280728,0.3866718948368688,0.875,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,exact,pre_third,T,80,0.3786146883386361,0.2623481244873266,0.0010314525589613,0.0552407641825105,0.1488364491093984,1.0,0.9375,44.1125,9.995910689503248e-05,9.554656556472289e-05,0.0002458013821821,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
no_revision,exact,pre_third,T,80,0.3621867125530698,0.2402725,-0.0484925,0.0528438842823974,0.1487243773879313,1.0,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
release_dfm,exact,pre_third,T,80,0.4446166872002175,0.2866196694384428,-0.0044366886745788,0.0648706094235539,0.149209923288727,1.0,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
revision_dfm_kalman_em,exact,pre_third,T,80,0.3729000050180803,0.2455017465486829,-0.0391264082401698,0.0544069785861994,0.1487935796341418,1.0,1.0,26.3625,9.45382633572102e-05,9.44640821181249e-05,9.989389483527708e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
standard_dfm,exact,pre_third,T,80,2.9071466913431796,1.6952067512158628,0.626428932902157,0.4241594680997125,0.1932321572709735,0.925,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
ar,pseudo,pre_advance,A,80,7.136876466075766,2.4019986787197354,-0.0348836821925187,1.0,1.0,0.9125,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
bridge,pseudo,pre_advance,A,80,4.853299396730429,2.061680360176223,-0.0626212282907241,0.6800313021809988,0.2078092787274127,0.9,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,80,3.841898947278857,2.2332545037445506,0.270334575077847,0.5383165822668831,0.212625584062406,0.8875,1.0,33.1125,9.146051473893462e-05,9.426491223524914e-05,9.998204957247216e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,80,3.773931588336731,2.0985837060141312,0.0885841902344279,0.5287931781186959,0.2025885782255857,0.8875,1.0,34.15,9.101062800896806e-05,9.433888812177351e-05,9.979619568631236e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
midas_umidas,pseudo,pre_advance,A,80,13.55397343598597,8.229496807262095,-1.5805326543914464,1.8991464263691624,0.0031455831228358,0.6125,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,80,4.657658082651885,2.2079494780079423,0.3322698510310938,0.6526185656696553,0.3158202002812067,0.9375,0.975,46.225,9.796763077558632e-05,9.58173341813311e-05,0.0002499161953542,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
no_revision,pseudo,pre_advance,A,80,7.26944298718703,2.553570419453158,-0.1943847229089564,1.0185748655930085,0.0511144806424531,0.8875,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
release_dfm,pseudo,pre_advance,A,80,3.051686880620195,1.617840274844697,0.5850074419094152,0.4275941856533457,0.2116061668132361,0.9375,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
revision_dfm_kalman_em,pseudo,pre_advance,A,80,3.512510459524698,1.8599737287221416,0.1395302905794514,0.492163550289958,0.1945508951936674,0.95,1.0,26.8375,9.416178523465862e-05,9.415952318605266e-05,9.983430954932653e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
standard_dfm,pseudo,pre_advance,A,80,3.051686880620195,1.617840274844697,0.5850074419094152,0.4275941856533457,0.2116061668132361,0.9375,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
ar,pseudo,pre_second,S,79,6.942115480721942,2.4901407735357477,0.042512275116617,1.0,1.0,0.8987341772151899,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
bridge,pseudo,pre_second,S,79,4.542167880186523,2.0691295163901073,-0.0561920369722996,0.654291605030195,0.1916852752037389,0.9113924050632912,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,79,0.5983123305185013,0.4465875395912471,-0.012422361929469,0.0861858798200631,0.1556955614836742,0.9746835443037974,1.0,33.063291139240505,9.112847034118088e-05,9.425882265419092e-05,9.986619802177084e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,79,0.6479395620332987,0.4820877594483316,0.0568009966176357,0.0933345986295688,0.1560750183980758,0.9620253164556962,1.0,35.34177215189873,9.01167983907833e-05,9.433482603753274e-05,9.927023433255888e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
midas_umidas,pseudo,pre_second,S,79,4.762771639416986,2.056091631828908,0.3916317728814475,0.6860692036372872,0.2949752830466134,0.8734177215189873,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,79,0.6100065796900154,0.3972875747207305,0.0229508352259454,0.0878704166451835,0.1556620988173572,0.9620253164556962,0.9620253164556962,47.0,9.83379158646869e-05,9.67940727647933e-05,0.0002141127235462,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
no_revision,pseudo,pre_second,S,79,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.0820589523663922,0.1554026466179592,0.9620253164556962,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
release_dfm,pseudo,pre_second,S,79,0.6904136306729566,0.4416792069701228,-0.0079340789482546,0.0994529164186645,0.1561355396190309,0.9620253164556962,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
revision_dfm_kalman_em,pseudo,pre_second,S,79,0.6657717731417183,0.4509563102402213,0.0649516005941799,0.0959032984960489,0.1558854864906685,0.9620253164556962,1.0,27.26582278481013,9.391580094036949e-05,9.408940900249592e-05,9.999439979087713e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
standard_dfm,pseudo,pre_second,S,79,2.91628596847266,1.6502216253940645,0.629068819194277,0.420086064049367,0.1983784451516895,0.9240506329113924,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
ar,pseudo,pre_third,T,80,6.853900266254954,2.504536216607909,0.0681353139193999,1.0,1.0,0.9,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
bridge,pseudo,pre_third,T,80,4.398694165093339,2.023836204423721,-0.0372443919640486,0.6417797158138154,0.1845357697294485,0.9,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,80,0.3718435267044599,0.2427923562224634,-0.0488585100283534,0.0542528359414893,0.1487824237016213,1.0,1.0,32.7125,9.2667713217702e-05,9.562978043924764e-05,9.99779538671244e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,T,80,0.3722639281808161,0.2458855524688298,-0.0394041935766745,0.0543141734952944,0.1487915145762545,1.0,1.0,35.2625,9.325026853469602e-05,9.560438119197862e-05,9.998575420195389e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
midas_umidas,pseudo,pre_third,T,80,6.186914482958165,2.466880937795325,0.3828185062853511,0.9026852219340452,0.3847185977534022,0.875,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,80,0.3777656116797576,0.2616905163434921,-0.0003416898698327,0.0551168819219152,0.1488307306687824,1.0,0.9375,44.1,9.967708686036722e-05,9.568693559775393e-05,0.0002448888834601,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
no_revision,pseudo,pre_third,T,80,0.3621867125530698,0.2402725,-0.0484925,0.0528438842823974,0.1487243773879313,1.0,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
release_dfm,pseudo,pre_third,T,80,0.4446354112046444,0.2866479518602379,-0.004369775270577,0.0648733412993764,0.1492100595191605,1.0,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
revision_dfm_kalman_em,pseudo,pre_third,T,80,0.372817995677539,0.2454363262519611,-0.0391640398537132,0.0543950132325533,0.1487930339045328,1.0,1.0,26.3875,9.460019252135688e-05,9.47104248043526e-05,9.989509429425328e-05,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
standard_dfm,pseudo,pre_third,T,80,2.906128566370332,1.6923315853777292,0.6300497207873997,0.4240109212966813,0.1930971600572908,0.925,1.0,0.0,,,,exact_pseudo_backtest_mature_3y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_3y_max_iter100,100.0
ar,exact,pre_advance,A,80,7.136876466075766,2.4019986787197354,-0.0348836821925187,1.0,1.0,0.9125,1.0,0.0,,,,exact_pseudo_backtest_mature_latest_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_latest_max_iter100,100.0
