model_id,timing_mode,checkpoint_id,revision_target_id,n_forecasts,RMSE,MAE,bias,relative_RMSFE,DM_test,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,run_label,source_dir,inferred_max_iter
bridge,exact,pre_second,DELTA_TS,79,0.4916791866250372,0.359095735161813,0.0192672978696153,1.2053436132068291,0.0004633438481438,0.620253164556962,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,79,0.3613823734957444,0.237986075949367,-0.0544341772151898,0.8859230727429768,0.0909537041511906,0.0,1.0,33.08860759493671,9.195032603556496e-05,9.42365590164837e-05,9.997079964578276e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,79,0.3620951280105274,0.239126249335297,-0.0509898763116043,0.8876703789653027,0.0975228512728561,0.5443037974683544,1.0,35.063291139240505,9.069677961549036e-05,9.414941378545825e-05,9.998988823219982e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
midas_umidas,exact,pre_second,DELTA_TS,79,3.124113019494642,1.247401789736979,0.0017971423329228,7.658712789597703,0.116762937476315,0.6835443037974683,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,79,0.3788844388883843,0.2640805414541076,-0.0174268724746584,0.9288291043847736,0.4139944810441557,0.5316455696202531,0.9493670886075948,52.78481012658228,9.952550011392412e-05,9.65317761148338e-05,0.0002134254350362,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
no_revision,exact,pre_second,DELTA_TS,79,0.3613823734957444,0.237986075949367,-0.0544341772151898,0.8859230727429768,0.0909537041511906,0.0,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
release_dfm,exact,pre_second,DELTA_TS,79,0.3637919631069554,0.2423442573273786,-0.0208241387175781,0.8918301428962992,0.1005788867539287,0.5822784810126582,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
revision_dfm_kalman_em,exact,pre_second,DELTA_TS,79,0.3613388505314374,0.2380469793886004,-0.0505173036253553,0.8858163768964118,0.0933115529590905,0.569620253164557,1.0,27.18987341772152,9.311152749042536e-05,9.413889363519048e-05,9.980025457216734e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
standard_dfm,exact,pre_second,DELTA_TS,79,0.3671373475049814,0.2465035300103428,0.0022413024488946,0.9000312989093513,0.1299412659711167,0.5822784810126582,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
ar,exact,pre_third,DELTA_MT,80,3.8893401754701458,1.714783722642571,0.4786805940794683,1.0,1.0,0.35,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
bridge,exact,pre_third,DELTA_MT,80,2.1290652600630544,1.3161581898563912,-0.4871282937401829,0.5474103997102007,0.1419555129597434,0.675,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,80,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,1.0,32.65,9.204901378976313e-05,9.441686351405784e-05,9.999513785995588e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,80,1.004477252395337,0.4731879070296717,0.2949800119600917,0.258264180317916,0.0745049940759458,0.3375,1.0,34.6,9.334603216761518e-05,9.504258544408204e-05,9.987787641211464e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
midas_umidas,exact,pre_third,DELTA_MT,80,8.189349081226077,4.3526101793359455,0.5980009767134981,2.1055882776404724,0.0940320697900568,0.375,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,80,1.027930843369641,0.5290121073426992,0.3213927620421663,0.2642944039332801,0.0746303941605565,0.2625,0.9125,51.8875,0.0001087662398411,9.741792978151006e-05,0.000350775200434,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
no_revision,exact,pre_third,DELTA_MT,80,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
release_dfm,exact,pre_third,DELTA_MT,80,1.1538502570072733,0.6448737143723886,0.5412511350814386,0.2966699247045921,0.0811534770326978,0.2,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
revision_dfm_kalman_em,exact,pre_third,DELTA_MT,80,1.003598672838072,0.4729442363221204,0.2950236592110274,0.2580382860742584,0.0744593986030703,0.2875,1.0,26.0625,9.24096409748739e-05,9.371871045330126e-05,9.95723951464984e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
standard_dfm,exact,pre_third,DELTA_MT,80,1.1152914893484265,0.6783657351423924,0.3544586989401364,0.2867559634877166,0.0855717813738845,0.2375,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
ar,pseudo,pre_advance,DELTA_SA,79,0.6781421206748107,0.4682494597319136,0.0830363873945812,1.0,1.0,0.5316455696202531,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
bridge,pseudo,pre_advance,DELTA_SA,79,0.7221269467369036,0.4993623149432482,0.0016771364521283,1.064860778767619,0.5708985983339634,0.5316455696202531,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,79,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.8400344207902792,0.1379643409208686,0.0,1.0,33.063291139240505,9.130092295777973e-05,9.483227958125884e-05,9.996425231077822e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,79,0.6437408282789833,0.4688551260165918,0.074598324390633,0.9492712643161064,0.6947716628343146,0.620253164556962,1.0,34.12658227848101,9.11021855348492e-05,9.41429678980803e-05,9.974882775061016e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
midas_umidas,pseudo,pre_advance,DELTA_SA,79,13.497152970832795,7.690336465637355,1.185262584138088,19.903133221399003,0.0034713520275443,0.4430379746835443,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,79,0.5647636789458039,0.40027724164357,0.0259478113056907,0.8328102056008772,0.0691460827339417,0.5822784810126582,0.9493670886075948,54.037974683544306,9.906565158574973e-05,9.637635331159644e-05,0.0002497264417343,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
no_revision,pseudo,pre_advance,DELTA_SA,79,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.8400344207902792,0.1379643409208686,0.0,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
release_dfm,pseudo,pre_advance,DELTA_SA,79,0.6405783165541686,0.4269407485848618,-0.0075914967985467,0.9446077702956088,0.6905935954029417,0.5949367088607594,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
revision_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,79,0.6466951906420716,0.4512307938536297,0.0826077992668537,0.9536278177184354,0.7171469961302976,0.6075949367088608,1.0,26.81012658227848,9.291214473988952e-05,9.463578514970032e-05,9.98881768263082e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
standard_dfm,pseudo,pre_advance,DELTA_SA,79,0.6405783165541686,0.4269407485848618,-0.0075914967985467,0.9446077702956088,0.6905935954029417,0.5949367088607594,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
ar,pseudo,pre_second,DELTA_TS,79,0.4079162001920096,0.2599709855671533,0.0163794608735074,1.0,1.0,0.6075949367088608,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
bridge,pseudo,pre_second,DELTA_TS,79,0.4923442142946105,0.3585367459985778,0.0191735729055232,1.2069739178362122,0.0004344439258213,0.6329113924050633,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,79,0.3613823734957444,0.237986075949367,-0.0544341772151898,0.8859230727429768,0.0909537041511906,0.0,1.0,33.0253164556962,9.142985630699188e-05,9.409275920003642e-05,9.996427437526686e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,79,0.3620170766891068,0.2390797370388835,-0.0510073190014513,0.8874790374069534,0.0971125022736642,0.5443037974683544,1.0,34.88607594936709,9.019317760145415e-05,9.407440789812224e-05,9.992607776777875e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
midas_umidas,pseudo,pre_second,DELTA_TS,79,3.1241983182834105,1.2521986485220304,-0.007509226910357,7.658921898205621,0.1166954203743794,0.6455696202531646,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,79,0.3783291070220052,0.2635731709029688,-0.0183570823363072,0.9274677172515396,0.4051354085547476,0.5316455696202531,0.9493670886075948,53.25316455696203,9.962499923423062e-05,9.66496501366708e-05,0.0002134254350362,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
no_revision,pseudo,pre_second,DELTA_TS,79,0.3613823734957444,0.237986075949367,-0.0544341772151898,0.8859230727429768,0.0909537041511906,0.0,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
release_dfm,pseudo,pre_second,DELTA_TS,79,0.3638289418724508,0.2423897292309118,-0.0208150179026292,0.8919207957447961,0.1008826837596651,0.5822784810126582,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
revision_dfm_kalman_em,pseudo,pre_second,DELTA_TS,79,0.3613356334874495,0.23801761690547,-0.0505451555785866,0.8858084903648489,0.0932941999494027,0.569620253164557,1.0,27.18987341772152,9.313113183097002e-05,9.40159546334222e-05,9.980025457216734e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
standard_dfm,pseudo,pre_second,DELTA_TS,79,0.3671091037446861,0.246532087289017,0.0022361354685869,0.8999620597855265,0.1296798406899702,0.5822784810126582,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
ar,pseudo,pre_third,DELTA_MT,80,3.8893401754701458,1.714783722642571,0.4786805940794683,1.0,1.0,0.35,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
bridge,pseudo,pre_third,DELTA_MT,80,2.1299563533049155,1.315261030717956,-0.4859255217681401,0.5476395113851015,0.1419768679251985,0.6625,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,80,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,1.0,32.625,9.197566959337544e-05,9.4651221587102e-05,9.999513785995588e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,80,1.004476215195685,0.4731848551167738,0.2949779774328389,0.2582639136403807,0.0745049482339758,0.3375,1.0,34.6375,9.311549561571838e-05,9.471667539915303e-05,9.991461350181152e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
midas_umidas,pseudo,pre_third,DELTA_MT,80,8.185354586560583,4.3337375018477475,0.5811107769073252,2.1045612410519308,0.0943882813763501,0.375,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,80,1.0278433090652632,0.5287924633557811,0.3221482562568324,0.2642718977238901,0.074627355444829,0.2625,0.925,51.925,0.000107925327043,9.73389625643959e-05,0.0003633765341161,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
no_revision,pseudo,pre_third,DELTA_MT,80,1.0016142136324435,0.4698322611220735,0.2932787972804198,0.2575280557739766,0.0744052685209983,0.0,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
release_dfm,pseudo,pre_third,DELTA_MT,80,1.1535986114275298,0.64464689441478,0.5412975765646282,0.2966052233495061,0.0811417088469318,0.2,1.0,0.0,,,,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
revision_dfm_kalman_em,pseudo,pre_third,DELTA_MT,80,1.0036031459466672,0.4729496765034432,0.2950196593706998,0.25803943616872,0.0744595849090285,0.2875,1.0,26.0875,9.249485546948433e-05,9.453822771534236e-05,9.99829784145285e-05,exact_pseudo_backtest_mature_1y_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/exact_pseudo_backtest_mature_1y_max_iter100,100.0
