model_id,timing_mode,checkpoint_id,target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,4.665980313680302,4.665980313680302,0.0,4.665980313680302,1.0,9.27411700866488e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,0.6153531024990829,0.6153531024990829,0.0,0.6153531024990829,1.0,9.346558125299666e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3733064914059443,0.3733064914059443,0.0,0.3733064914059443,1.0,9.191631788255282e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,4.667869824870315,4.667869824870315,0.0,4.667869824870315,1.0,9.31444655474953e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,0.6153870358922733,0.6153870358922733,0.0,0.6153870358922733,1.0,9.391462438655295e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3733259481052106,0.3733259481052106,0.0,0.3733259481052106,1.0,9.190579897528506e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,5.422518183252353,5.422518183252353,0.0,5.422518183252353,1.0,9.534917085464048e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,1.4220252610604824,1.4220252610604824,0.0,1.4220252610604824,0.9873417721518988,9.475074418502816e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3731718934948411,0.3731718934948411,0.0,0.3731718934948411,0.975,9.599110732370518e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,5.422527698394964,5.422527698394964,0.0,5.422527698394964,1.0,9.535221626717788e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,1.4223592883034235,1.4223592883034235,0.0,1.4223592883034235,0.9873417721518988,9.475887973036728e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3731365432107629,0.3731365432107629,0.0,0.3731365432107629,0.975,9.599352766491476e-05
monthly_mixed_frequency_kalman_em,exact,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,4.127346754223465,4.127346754223465,0.0,4.127346754223465,1.0,9.518150704103978e-05
monthly_mixed_frequency_kalman_em,exact,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,0.6418434135064038,0.6418434135064038,0.0,0.6418434135064038,1.0,9.53334729636494e-05
monthly_mixed_frequency_kalman_em,exact,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3732625498056657,0.3732625498056657,0.0,0.3732625498056657,1.0,9.584679313994764e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,4.129357355650728,4.129357355650728,0.0,4.129357355650728,1.0,9.49999870762167e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,0.645040092040123,0.645040092040123,0.0,0.645040092040123,1.0,9.510453800089136e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3729866406324122,0.3729866406324122,0.0,0.3729866406324122,1.0,9.560509400595942e-05
revision_dfm_kalman_em,exact,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,3.15559634738865,3.15559634738865,0.0,3.15559634738865,1.0,9.600350568553202e-05
revision_dfm_kalman_em,exact,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,0.7358455363283256,0.7358455363283256,0.0,0.7358455363283256,1.0,9.679847721381532e-05
revision_dfm_kalman_em,exact,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3688826026578689,0.3688826026578689,0.0,0.3688826026578689,1.0,9.596001488588996e-05
revision_dfm_kalman_em,pseudo,pre_advance,A,1,sensitivity_window_rolling_max_iter100,100,3.1537773980473056,3.1537773980473056,0.0,3.1537773980473056,1.0,9.595052117700328e-05
revision_dfm_kalman_em,pseudo,pre_second,S,1,sensitivity_window_rolling_max_iter100,100,0.7368387270232143,0.7368387270232143,0.0,0.7368387270232143,1.0,9.68559717533491e-05
revision_dfm_kalman_em,pseudo,pre_third,T,1,sensitivity_window_rolling_max_iter100,100,0.3689075601339819,0.3689075601339819,0.0,0.3689075601339819,1.0,9.62429214752192e-05
