subsample,timing_mode,checkpoint_id,revision_target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.6703241239681029,,0.0,4,11,False
full_sample,exact,pre_second,DELTA_TS,standard_dfm,0.073863857214427,0.06381283373778066,-0.019339672618658998,0.1722854760740757,,1.0,4,11,False
full_sample,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5274127178974736,0.5086,0.07469999999999992,0.02280529316932233,,0.0,4,11,False
full_sample,pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.6703241239681029,,0.0,4,11,False
full_sample,pseudo,pre_second,DELTA_TS,standard_dfm,0.0739241508456071,0.06385596463371807,-0.019409475514478025,0.17242610936001343,,1.0,4,11,False
full_sample,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5274127178974736,0.5086,0.07469999999999992,0.02280529316932233,,0.0,4,11,False
exclude_pandemic,exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.6703241239681029,,0.0,4,11,False
exclude_pandemic,exact,pre_second,DELTA_TS,standard_dfm,0.073863857214427,0.06381283373778066,-0.019339672618658998,0.1722854760740757,,1.0,4,11,False
exclude_pandemic,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5274127178974736,0.5086,0.07469999999999992,0.02280529316932233,,0.0,4,11,False
exclude_pandemic,pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.6703241239681029,,0.0,4,11,False
exclude_pandemic,pseudo,pre_second,DELTA_TS,standard_dfm,0.0739241508456071,0.06385596463371807,-0.019409475514478025,0.17242610936001343,,1.0,4,11,False
exclude_pandemic,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5274127178974736,0.5086,0.07469999999999992,0.02280529316932233,,0.0,4,11,False
post_pandemic,exact,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.6703241239681029,,0.0,4,11,False
post_pandemic,exact,pre_second,DELTA_TS,standard_dfm,0.073863857214427,0.06381283373778066,-0.019339672618658998,0.1722854760740757,,1.0,4,11,False
post_pandemic,exact,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5274127178974736,0.5086,0.07469999999999992,0.02280529316932233,,0.0,4,11,False
post_pandemic,pseudo,pre_advance,DELTA_SA,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.6703241239681029,,0.0,4,11,False
post_pandemic,pseudo,pre_second,DELTA_TS,standard_dfm,0.0739241508456071,0.06385596463371807,-0.019409475514478025,0.17242610936001343,,1.0,4,11,False
post_pandemic,pseudo,pre_third,DELTA_MT,no_revision; spf; indicator_revision_only_dfm_kalman_em,0.5274127178974736,0.5086,0.07469999999999992,0.02280529316932233,,0.0,4,11,False
