timing_mode,checkpoint_id,target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
exact,pre_advance,A,monthly_mixed_frequency_kalman_em,0.5371167056766166,0.4605658789644672,-0.4605658789644672,0.5898099307835175,,1.0,4,11,False
exact,pre_second,S,no_revision,0.1852178379638418,0.1386249999999999,0.0316249999999999,0.2473783392220508,,1.0,4,11,False
exact,pre_third,T,no_revision,0.1544016029709535,0.1355499999999999,-0.1355499999999999,0.2637884503290951,,1.0,4,11,False
pseudo,pre_advance,A,monthly_mixed_frequency_kalman_em,0.5413897515997832,0.4708501650590687,-0.4708501650590687,0.5945021790296465,,1.0,4,11,False
pseudo,pre_second,S,no_revision,0.1852178379638418,0.1386249999999999,0.0316249999999999,0.2473783392220508,,1.0,4,11,False
pseudo,pre_third,T,no_revision,0.1544016029709535,0.1355499999999999,-0.1355499999999999,0.2637884503290951,,1.0,4,11,False
