model_id,timing_mode,checkpoint_id,outcome_id,revision_size_bin,n_obs,RMSE,MAE,bias
ar,exact,pre_advance,DELTA_SA,abs_le_0p1,2,0.1370166844681737,0.12701723096213355,0.12701723096213355
ar,exact,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.2024139612616624,0.2024139612616624,0.2024139612616624
ar,exact,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.476311053054697,0.476311053054697,0.476311053054697
ar,exact,pre_second,DELTA_TS,abs_le_0p1,1,0.6058323822470619,0.6058323822470619,0.6058323822470619
ar,exact,pre_second,DELTA_TS,abs_0p1_0p2,2,0.40642420950524694,0.3533585597671812,0.3533585597671812
ar,exact,pre_second,DELTA_TS,abs_0p2_0p5,1,0.1945292008086609,0.1945292008086609,0.1945292008086609
ar,exact,pre_third,DELTA_MT,abs_0p2_0p5,1,2.650711345388627,2.650711345388627,-2.650711345388627
ar,exact,pre_third,DELTA_MT,abs_gt_0p5,3,26.66060308103446,19.35706059145599,-19.35706059145599
ar,pseudo,pre_advance,DELTA_SA,abs_le_0p1,2,0.1370166844681737,0.12701723096213355,0.12701723096213355
ar,pseudo,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.2024139612616624,0.2024139612616624,0.2024139612616624
ar,pseudo,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.476311053054697,0.476311053054697,0.476311053054697
ar,pseudo,pre_second,DELTA_TS,abs_le_0p1,1,0.6058323822470619,0.6058323822470619,0.6058323822470619
ar,pseudo,pre_second,DELTA_TS,abs_0p1_0p2,2,0.40642420950524694,0.3533585597671812,0.3533585597671812
ar,pseudo,pre_second,DELTA_TS,abs_0p2_0p5,1,0.1945292008086609,0.1945292008086609,0.1945292008086609
ar,pseudo,pre_third,DELTA_MT,abs_0p2_0p5,1,2.650711345388627,2.650711345388627,-2.650711345388627
ar,pseudo,pre_third,DELTA_MT,abs_gt_0p5,3,26.66060308103446,19.35706059145599,-19.35706059145599
bridge,exact,pre_advance,DELTA_SA,abs_le_0p1,2,0.31662236817983475,0.30699180273755394,-0.30699180273755394
bridge,exact,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.145177779982955,0.145177779982955,-0.145177779982955
bridge,exact,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.1755295384240978,0.1755295384240978,0.1755295384240978
bridge,exact,pre_second,DELTA_TS,abs_le_0p1,1,0.5050684879806138,0.5050684879806138,-0.5050684879806138
bridge,exact,pre_second,DELTA_TS,abs_0p1_0p2,2,0.16375569730442766,0.1281460273696335,-0.101953538776447
bridge,exact,pre_second,DELTA_TS,abs_0p2_0p5,1,0.1022935130747306,0.1022935130747306,0.1022935130747306
bridge,exact,pre_third,DELTA_MT,abs_0p2_0p5,1,1.5471513962166648,1.5471513962166648,1.5471513962166648
bridge,exact,pre_third,DELTA_MT,abs_gt_0p5,3,1.2474720332922313,1.124804257037577,0.8283991785223749
bridge,pseudo,pre_advance,DELTA_SA,abs_le_0p1,2,0.3196324231266476,0.31053957811517363,-0.31053957811517363
bridge,pseudo,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.1906893406605974,0.1906893406605974,-0.1906893406605974
bridge,pseudo,pre_advance,DELTA_SA,abs_0p2_0p5,1,0.1705566937996931,0.1705566937996931,0.1705566937996931
bridge,pseudo,pre_second,DELTA_TS,abs_le_0p1,1,0.5037737731619503,0.5037737731619503,-0.5037737731619503
bridge,pseudo,pre_second,DELTA_TS,abs_0p1_0p2,2,0.1764882148943272,0.13400809147240675,-0.11484738315046314
bridge,pseudo,pre_second,DELTA_TS,abs_0p2_0p5,1,0.0892232075994123,0.0892232075994123,0.0892232075994123
bridge,pseudo,pre_third,DELTA_MT,abs_0p2_0p5,1,1.548850013133282,1.548850013133282,1.548850013133282
bridge,pseudo,pre_third,DELTA_MT,abs_gt_0p5,3,1.2409481088323429,1.088092494893888,0.8747418312182647
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,abs_le_0p1,2,0.0666882673339172,0.05135,-0.05135
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,abs_0p1_0p2,1,0.1112999999999999,0.1112999999999999,-0.1112999999999999
