model_id,timing_mode,checkpoint_id,target_id,n_forecasts,n_variance,share_positive_variance,share_finite_sd,min_forecast_variance,median_forecast_variance,max_forecast_variance,mean_forecast_sd,empirical_error_sd,RMSE,mean_sd_to_rmse,mean_sd_to_empirical_error_sd,coverage_68,coverage_90,model_implied_share
ar,exact,pre_advance,A,80,0,0.0,0.0,,,,,7.181818733775091,7.136876466075766,,,,,0.0
ar,exact,pre_second,S,79,0,0.0,0.0,,,,,6.986343495667327,6.942115480721942,,,,,0.0
ar,exact,pre_third,T,80,0,0.0,0.0,,,,,6.896802153026556,6.853900266254954,,,,,0.0
ar,pseudo,pre_advance,A,80,0,0.0,0.0,,,,,7.181818733775091,7.136876466075766,,,,,0.0
ar,pseudo,pre_second,S,79,0,0.0,0.0,,,,,6.986343495667327,6.942115480721942,,,,,0.0
ar,pseudo,pre_third,T,80,0,0.0,0.0,,,,,6.896802153026556,6.853900266254954,,,,,0.0
bridge,exact,pre_advance,A,80,0,0.0,0.0,,,,,4.90367088807278,4.873697083215683,,,,,0.0
bridge,exact,pre_second,S,79,0,0.0,0.0,,,,,4.571323844861157,4.54265384858136,,,,,0.0
bridge,exact,pre_third,T,80,0,0.0,0.0,,,,,4.429520821390448,4.4019297631577015,,,,,0.0
bridge,pseudo,pre_advance,A,80,0,0.0,0.0,,,,,4.883513325058257,4.853299396730429,,,,,0.0
bridge,pseudo,pre_second,S,79,0,0.0,0.0,,,,,4.570841796783709,4.542167880186523,,,,,0.0
bridge,pseudo,pre_third,T,80,0,0.0,0.0,,,,,4.426287779520506,4.398694165093339,,,,,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,80,80,1.0,1.0,2.7907367349285996,4.197203199841454,7.8609572184458605,2.0542171563992797,3.8582729089149974,3.842403808539885,0.5346177181673893,0.5324188321807841,0.625,0.8125,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,79,79,1.0,1.0,0.3614173140779803,0.4072745582023723,0.4393496745561055,0.6338648626393248,0.6022469459110311,0.5985395768069837,1.0590191312340451,1.0524999204113268,0.7974683544303798,0.9113924050632911,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,80,80,1.0,1.0,0.1299320533705858,0.14252090788949645,0.496845972649292,0.38157262717072005,0.37098639037531134,0.371883243240598,1.0260549086473716,1.028535377766012,0.85,0.9375,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,80,80,1.0,1.0,2.7895263114887814,4.206255611982819,7.8609572184458605,2.0577052851618705,3.856555390779018,3.841898947278857,0.5355958897928076,0.5335604125074468,0.625,0.8,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,79,79,1.0,1.0,0.3614185789212294,0.408904059240513,0.4393496745561055,0.633875764557142,0.6020056547586803,0.5983123305185013,1.059439580674898,1.0529398844454994,0.7974683544303798,0.9113924050632911,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,80,80,1.0,1.0,0.1299320312317055,0.14252027957175578,0.4968418442628395,0.38157360889987,0.3709453599940067,0.3718435267044599,1.0261671415437696,1.0286517909431057,0.85,0.9375,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,80,80,1.0,1.0,1.8927124326373237,3.0809196071700353,6.197114114847269,1.7786498310514127,3.7978230778464046,3.774947246769973,0.47117210249052127,0.4683340415267619,0.6,0.775,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,79,79,1.0,1.0,0.3538154482061972,0.3961266370621963,0.4203019511713265,0.6258387650235437,0.6502670396133572,0.648682491274281,0.9647844260358212,0.9624334725556161,0.7341772151898734,0.8860759493670886,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,80,80,1.0,1.0,0.1256595595180099,0.1387458851116695,0.4973167731989059,0.3756158478995907,0.37250474566442277,0.3722570235492137,1.0090228636073886,1.0083518459063354,0.8375,0.9375,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,80,80,1.0,1.0,1.8921973868085191,3.086371324369422,6.197114114847269,1.7775561982688708,3.796695761914971,3.7739315883367315,0.4710091205050925,0.4681850508275412,0.6,0.775,1.0
