subsample,timing_mode,checkpoint_id,target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,A,joint_indicator_revision_dfm_full_kalman_em,0.4443182499583842,0.36637861633136104,-0.0031868155341850737,0.8153408620622962,,1.0,4,11,True
full_sample,exact,pre_second,S,bridge,0.15875445621736395,0.11752955582833655,-0.09002654859154716,0.21501580099954354,,1.0,4,11,False
full_sample,exact,pre_third,T,release_dfm,0.06587530122697734,0.04214198142929098,-0.028107505685425326,0.09271239929880407,,1.0,4,11,True
full_sample,pseudo,pre_advance,A,joint_indicator_revision_dfm_full_kalman_em,0.4403694652174553,0.36248402681678715,-0.027722315888895566,0.8080946921040085,,1.0,4,11,True
full_sample,pseudo,pre_second,S,no_revision,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.25085759945328223,,1.0,4,11,False
full_sample,pseudo,pre_third,T,release_dfm,0.0657397542886933,0.04158330438331542,-0.028560022172750128,0.09252163156595347,,1.0,4,11,True
exclude_pandemic,exact,pre_advance,A,joint_indicator_revision_dfm_full_kalman_em,0.4443182499583842,0.36637861633136104,-0.0031868155341850737,0.8153408620622962,,1.0,4,11,True
exclude_pandemic,exact,pre_second,S,bridge,0.15875445621736395,0.11752955582833655,-0.09002654859154716,0.21501580099954354,,1.0,4,11,False
exclude_pandemic,exact,pre_third,T,release_dfm,0.06587530122697734,0.04214198142929098,-0.028107505685425326,0.09271239929880407,,1.0,4,11,True
exclude_pandemic,pseudo,pre_advance,A,joint_indicator_revision_dfm_full_kalman_em,0.4403694652174553,0.36248402681678715,-0.027722315888895566,0.8080946921040085,,1.0,4,11,True
exclude_pandemic,pseudo,pre_second,S,no_revision,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.25085759945328223,,1.0,4,11,False
exclude_pandemic,pseudo,pre_third,T,release_dfm,0.0657397542886933,0.04158330438331542,-0.028560022172750128,0.09252163156595347,,1.0,4,11,True
post_pandemic,exact,pre_advance,A,joint_indicator_revision_dfm_full_kalman_em,0.4443182499583842,0.36637861633136104,-0.0031868155341850737,0.8153408620622962,,1.0,4,11,True
post_pandemic,exact,pre_second,S,bridge,0.15875445621736395,0.11752955582833655,-0.09002654859154716,0.21501580099954354,,1.0,4,11,False
post_pandemic,exact,pre_third,T,release_dfm,0.06587530122697734,0.04214198142929098,-0.028107505685425326,0.09271239929880407,,1.0,4,11,True
post_pandemic,pseudo,pre_advance,A,joint_indicator_revision_dfm_full_kalman_em,0.4403694652174553,0.36248402681678715,-0.027722315888895566,0.8080946921040085,,1.0,4,11,True
post_pandemic,pseudo,pre_second,S,no_revision,0.18521783796384184,0.13862499999999994,0.03162499999999998,0.25085759945328223,,1.0,4,11,False
post_pandemic,pseudo,pre_third,T,release_dfm,0.0657397542886933,0.04158330438331542,-0.028560022172750128,0.09252163156595347,,1.0,4,11,True
