model_id,timing_mode,checkpoint_id,revision_target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.5696627235545563,0.5696627235545563,0.0,0.5696627235545563,1.0,9.268390100214946e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3613823734957444,0.3613823734957444,0.0,0.3613823734957444,1.0,9.142907493686132e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,1.338732745080212,1.338732745080212,0.0,1.338732745080212,1.0,9.137700983877068e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.5696627235545563,0.5696627235545563,0.0,0.5696627235545563,1.0,9.265850032954588e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3613823734957444,0.3613823734957444,0.0,0.3613823734957444,1.0,9.124002615254848e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,1.338732745080212,1.338732745080212,0.0,1.338732745080212,1.0,9.121312829572856e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.628405514437119,0.6290209891487456,0.0006154747116265957,0.6290209891487456,1.0,9.203536285141372e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3603409932398707,0.3615737004275702,0.0012327071876995221,0.3603409932398707,1.0,9.07429368101832e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,1.340380541463769,1.34042475513909,4.421367532092546e-05,1.340380541463769,1.0,9.161256838077936e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.6382775164843705,0.6385331894172733,0.00025567293290285065,0.6385331894172733,1.0,9.217757529577778e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3603231786779747,0.3616712109329243,0.001348032254949616,0.3603231786779747,1.0,9.19635171071778e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,1.340391963052475,1.3404272485857642,3.528553328924211e-05,1.340391963052475,1.0,9.112888651416018e-05
monthly_mixed_frequency_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.5680116493549986,0.6426698327735796,0.07465818341858099,0.5680116493549986,1.0,9.72079679269888e-05
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.449519107564063,0.4661643242436931,0.016645216679630093,0.449519107564063,1.0,9.790214211087404e-05
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,1.3777484386869456,1.3842197455064555,0.006471306819509914,1.3777484386869456,1.0,9.801356588282226e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.5723518130925903,0.642373684374844,0.07002187128225368,0.5723518130925903,1.0,9.746497291164964e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.4082707382443207,0.4436122337584564,0.03534149551413568,0.4082707382443207,1.0,9.818925788555406e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,1.3775975864038277,1.3839452126260885,0.006347626222260816,1.3775975864038277,1.0,9.78495134189199e-05
revision_dfm_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.5983519924263453,0.6234796584433119,0.025127666016966588,0.6234796584433119,0.9746835443037974,9.657041478200836e-05
