model_id,timing_mode,checkpoint_id,target_id,n_forecasts,RMSE,MAE,bias,relative_RMSFE,DM_test,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,mean_numerical_guard_event_count,max_numerical_guard_event_count,run_label,source_dir,inferred_max_iter
monthly_mixed_frequency_kalman_em,pseudo,pre_third,T,80,0.3763012586503951,0.2578960672677968,0.0096795159339667,0.0549032294069271,0.1488170692777368,1.0,1.0,38.9875,9.726371888907196e-05,9.768075350998612e-05,9.994810030927345e-05,0.0,0.0,sensitivity_k2_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k2_max_iter100,100
no_revision,pseudo,pre_third,T,80,0.3621867125530698,0.2402725,-0.0484925,0.0528438842823974,0.1487243773879313,1.0,1.0,0.0,,,,0.0,0.0,sensitivity_k2_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k2_max_iter100,100
release_dfm,pseudo,pre_third,T,80,0.4447196681235479,0.2943689263300069,-0.0267416423428477,0.0648856345799364,0.14929293574749,1.0,1.0,0.0,,,,0.0,0.0,sensitivity_k2_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k2_max_iter100,100
revision_dfm_kalman_em,pseudo,pre_third,T,80,0.3711892830928185,0.2437559196006765,-0.0396963344146635,0.0541573802759228,0.1487846431231067,1.0,1.0,34.3,9.541152825951004e-05,9.601592118715175e-05,9.995555750809928e-05,0.0,0.0,sensitivity_k2_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k2_max_iter100,100
spf,pseudo,pre_third,T,80,2.380187605841187,1.481165,-0.0809825000000001,0.3472749111276093,0.1707967407961682,0.925,1.0,0.0,,,,0.0,0.0,sensitivity_k2_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k2_max_iter100,100
standard_dfm,pseudo,pre_third,T,80,3.065249493169764,1.7621663144237174,0.4110387453503057,0.4472270348405068,0.198056248568526,0.8875,1.0,0.0,,,,0.0,0.0,sensitivity_k2_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k2_max_iter100,100
ar,exact,pre_advance,A,80,7.136876466075766,2.4019986787197354,-0.0348836821925187,1.0,1.0,0.9125,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
bridge,exact,pre_advance,A,80,4.873697083215683,2.0735239008375914,-0.0866598675525098,0.6828893713352308,0.2066013457099369,0.9,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,80,4.453767579975633,2.2565069312193393,0.2211247283728165,0.6240499749639846,0.2106206425166685,0.9125,1.0,28.7,8.809842883074336e-05,9.261890954861912e-05,9.989863635449808e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,80,4.612374919226848,2.212921056418875,0.0700840790308869,0.6462736101922438,0.2024295726575836,0.9125,1.0,29.825,8.996840411006068e-05,9.199993820562588e-05,9.93373563132126e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
midas_umidas,exact,pre_advance,A,80,13.366462459511451,8.137926816908715,-1.4902070873137654,1.872872890969492,0.0021819846694475,0.6125,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
monthly_mixed_frequency_kalman_em,exact,pre_advance,A,80,3.769974495515115,2.1120496282473717,-0.040375398531373,0.5282387208795345,0.2201777248175027,0.9125,1.0,51.925,9.721000060146564e-05,9.723737119389374e-05,9.994710067525444e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
no_revision,exact,pre_advance,A,80,7.26944298718703,2.553570419453158,-0.1943847229089564,1.0185748655930085,0.0511144806424531,0.8875,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
release_dfm,exact,pre_advance,A,80,3.1101832707747743,1.6702794376585175,0.2966283723729294,0.4357905430419924,0.2101711992440987,0.925,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
revision_dfm_kalman_em,exact,pre_advance,A,80,3.794507389294578,1.984164079108189,0.1279471610975307,0.5316762041953907,0.1880496936015292,0.95,0.975,38.825,9.821010698418443e-05,9.655299879141392e-05,0.0001891375310028,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
spf,exact,pre_advance,A,80,2.2249600782092696,1.33806625,0.0324862499999999,0.3117554421440996,0.1817896844347592,0.9375,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
standard_dfm,exact,pre_advance,A,80,3.1101832707747743,1.6702794376585175,0.2966283723729294,0.4357905430419924,0.2101711992440987,0.925,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
ar,exact,pre_second,S,79,6.942115480721942,2.4901407735357477,0.042512275116617,1.0,1.0,0.8987341772151899,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
bridge,exact,pre_second,S,79,4.54265384858136,2.082360160345379,-0.0567565170461708,0.6543616079559872,0.1929801326672391,0.9113924050632912,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,79,0.594107327194403,0.4540015856236239,-0.020352868436939,0.0855801561993922,0.1556695223530476,0.9746835443037974,1.0,28.341772151898738,8.763243818403546e-05,9.142907493686132e-05,9.988302633676722e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,79,0.6419939444284923,0.4717860878403946,0.0205945566842307,0.0924781424641078,0.1561156154388731,0.9873417721518988,1.0,29.772151898734176,8.962180604206316e-05,9.07429368101832e-05,9.956711762142336e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
midas_umidas,exact,pre_second,S,79,4.770330173182115,2.0735614295798213,0.4285683883102509,0.6871579976491585,0.2968302601058992,0.8607594936708861,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
monthly_mixed_frequency_kalman_em,exact,pre_second,S,79,0.6979436071904094,0.444789575785666,0.0998225604317227,0.1005375968072814,0.156790202136558,0.9620253164556962,1.0,52.79746835443038,9.769298727010448e-05,9.790214211087404e-05,9.996879445991465e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
no_revision,exact,pre_second,S,79,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.0820589523663922,0.1554026466179592,0.9620253164556962,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
release_dfm,exact,pre_second,S,79,0.6928852006794348,0.4980628751397777,0.0115945798619235,0.0998089419001394,0.1562204877031313,0.9746835443037974,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
revision_dfm_kalman_em,exact,pre_second,S,79,0.6171724895248861,0.4602883338113822,0.0285316357363964,0.0889026538435951,0.1557930420735733,0.9746835443037974,0.9873417721518988,38.74683544303797,9.701866364921968e-05,9.635517547968522e-05,0.0001785382510593,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
spf,exact,pre_second,S,79,2.3374416593545337,1.447506329113924,-0.033232911392405,0.3367045198031556,0.1749955397615802,0.9240506329113924,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
standard_dfm,exact,pre_second,S,79,2.9084851897204858,1.701164542762179,0.30603108778421,0.4189623750566044,0.1949459722009721,0.9113924050632912,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
ar,exact,pre_third,T,80,6.853900266254954,2.504536216607909,0.0681353139193999,1.0,1.0,0.9,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
bridge,exact,pre_third,T,80,4.401929763157702,2.034724902716331,-0.0398637238758493,0.6422517971016471,0.1851955957714749,0.9,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,80,0.3710981970416506,0.2419646090811206,-0.0477432111792219,0.0541440906090719,0.1487785291326943,1.0,1.0,28.1125,8.734470253158809e-05,9.137700983877068e-05,9.981323665303591e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,80,0.3738426554717644,0.2465298407460347,-0.0384888026476778,0.0545445134812322,0.148802398401829,1.0,1.0,29.6,8.978765988355853e-05,9.161256838077936e-05,9.97892342121174e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
midas_umidas,exact,pre_third,T,80,6.190490508808118,2.464334501422888,0.3600422160923934,0.9032069724280756,0.386671894836855,0.875,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
monthly_mixed_frequency_kalman_em,exact,pre_third,T,80,0.3753603443790759,0.2528818455100989,0.0158608352887465,0.0547659478249421,0.1488290845295884,1.0,1.0,52.4,9.785968467778054e-05,9.801356588282226e-05,9.9885798294641e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
no_revision,exact,pre_third,T,80,0.3621867125530698,0.2402725,-0.0484925,0.0528438842823974,0.1487243773879313,1.0,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
release_dfm,exact,pre_third,T,80,0.4641035261633806,0.3194218956578128,0.0073325627781246,0.0677137845802025,0.149429900058682,1.0,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
revision_dfm_kalman_em,exact,pre_third,T,80,0.3721381188740127,0.2469618435383878,-0.0404010010900951,0.0542958176246344,0.1487902750218842,1.0,0.975,38.95,0.0001056196653147,9.641352156068936e-05,0.0007826241086972,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
spf,exact,pre_third,T,80,2.380187605841187,1.481165,-0.0809825000000001,0.3472749111276093,0.1707967407961682,0.925,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
standard_dfm,exact,pre_third,T,80,2.906679657707941,1.7384441507998172,0.3207806557887802,0.424091326805399,0.1918540848416276,0.8875,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
ar,pseudo,pre_advance,A,80,7.136876466075766,2.4019986787197354,-0.0348836821925187,1.0,1.0,0.9125,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
bridge,pseudo,pre_advance,A,80,4.853299396730428,2.061680360176223,-0.062621228290724,0.6800313021809987,0.2078092787274127,0.9,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,80,4.492631992185045,2.2631510486072175,0.2254247612902277,0.6294955522265516,0.2111284363257997,0.9125,1.0,28.7125,8.822906569194605e-05,9.260620921231737e-05,9.984817758710208e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,80,4.685839660834342,2.2223623902525884,0.0704892676877987,0.6565672928637456,0.2018850096634175,0.9125,1.0,29.7875,9.041781689133374e-05,9.251512240366743e-05,9.999530699243886e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
midas_umidas,pseudo,pre_advance,A,80,13.553973435987375,8.229496807263976,-1.5805326543917773,1.89914642636936,0.003145583122828,0.6125,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,A,80,3.8025831889047166,2.1152284355430564,-0.0338948966124722,0.5328077635895495,0.2219495567807574,0.9125,1.0,52.0,9.747799233967246e-05,9.749586416499596e-05,9.998927584987744e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
no_revision,pseudo,pre_advance,A,80,7.26944298718703,2.553570419453158,-0.1943847229089564,1.0185748655930085,0.0511144806424531,0.8875,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
release_dfm,pseudo,pre_advance,A,80,3.088406299146455,1.6561313063487757,0.3223360543750553,0.4327392121506938,0.2108535441230696,0.925,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
revision_dfm_kalman_em,pseudo,pre_advance,A,80,3.808670762835241,1.9852979695728856,0.1290316625057059,0.5336607381309277,0.1878047822585557,0.95,0.975,38.8375,9.809215885133524e-05,9.64030804388346e-05,0.0001891375310028,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
spf,pseudo,pre_advance,A,80,2.2249600782092696,1.33806625,0.0324862499999999,0.3117554421440996,0.1817896844347592,0.9375,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
standard_dfm,pseudo,pre_advance,A,80,3.088406299146455,1.6561313063487757,0.3223360543750553,0.4327392121506938,0.2108535441230696,0.925,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
ar,pseudo,pre_second,S,79,6.942115480721942,2.4901407735357477,0.042512275116617,1.0,1.0,0.8987341772151899,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
bridge,pseudo,pre_second,S,79,4.542167880186523,2.069129516390108,-0.0561920369722996,0.654291605030195,0.1916852752037389,0.9113924050632912,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,79,0.5937726197893166,0.4536227899122277,-0.0202811009671605,0.0855319421634812,0.1556659653082829,0.9746835443037974,1.0,28.227848101265824,8.764459567361146e-05,9.124002615254848e-05,9.989549098234897e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,S,79,0.6406473654296413,0.4707397506741231,0.0199199709933424,0.0922841700355894,0.1561006014647631,0.9873417721518988,1.0,29.64556962025317,9.000959366691302e-05,9.19635171071778e-05,9.984058341309153e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
midas_umidas,pseudo,pre_second,S,79,4.7627716394170765,2.056091631829284,0.3916317728813315,0.6860692036373003,0.2949752830466327,0.8734177215189873,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
monthly_mixed_frequency_kalman_em,pseudo,pre_second,S,79,0.6304564547982026,0.4316802812218649,0.0806553678241258,0.0908161865859135,0.156000210453983,0.9620253164556962,1.0,52.265822784810126,9.782649766771228e-05,9.818925788555406e-05,9.997200972930478e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
no_revision,pseudo,pre_second,S,79,0.5696627235545563,0.3997025316455696,-0.0657987341772151,0.0820589523663922,0.1554026466179592,0.9620253164556962,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
release_dfm,pseudo,pre_second,S,79,0.6926399404529601,0.4976904129948085,0.0111474635757161,0.0997736125791052,0.1562210097165444,0.9746835443037974,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
revision_dfm_kalman_em,pseudo,pre_second,S,79,0.6161800798230558,0.4601635510450585,0.0267811891617962,0.0887596989036224,0.1557817803104538,0.9746835443037974,0.9873417721518988,38.68354430379747,9.740989521438628e-05,9.68422886296936e-05,0.0001783216245401,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
spf,pseudo,pre_second,S,79,2.3374416593545337,1.447506329113924,-0.033232911392405,0.3367045198031556,0.1749955397615802,0.9240506329113924,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
standard_dfm,pseudo,pre_second,S,79,2.895843614358702,1.69172455742834,0.3080735024047055,0.4171413774951422,0.1947347218071327,0.9113924050632912,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
ar,pseudo,pre_third,T,80,6.853900266254954,2.504536216607909,0.0681353139193999,1.0,1.0,0.9,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
bridge,pseudo,pre_third,T,80,4.398694165093339,2.023836204423721,-0.0372443919640485,0.6417797158138154,0.1845357697294485,0.9,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,80,0.3709976879203673,0.2418686892776853,-0.0477775802301367,0.0541294260943608,0.1487778686434879,1.0,1.0,28.2125,8.708905336485016e-05,9.121312829572856e-05,9.981323665303591e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,T,80,0.373924547904313,0.2467678360900346,-0.0384376120583352,0.0545564617777301,0.1488029024665956,1.0,1.0,29.675,8.951591531984815e-05,9.112888651416018e-05,9.97017538521422e-05,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
midas_umidas,pseudo,pre_third,T,80,6.186914482958172,2.466880937795282,0.3828185062852088,0.9026852219340462,0.3847185977533838,0.875,1.0,0.0,,,,0.0,0.0,sensitivity_k3_max_iter100,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/sensitivity_k3_max_iter100,100
