model_id,timing_mode,checkpoint_id,target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,4.136723566860889,4.453767579975633,0.31704401311474406,4.453767579975633,1.0,9.261890954861912e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.594107327194403,0.5979600796066222,0.0038527524122192736,0.594107327194403,1.0,9.142907493686132e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3697870814143022,0.3710981970416506,0.0013111156273483693,0.3710981970416506,1.0,9.137700983877068e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,4.302847033577626,4.492631992185045,0.18978495860741873,4.492631992185045,1.0,9.260620921231737e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.5937726197893166,0.5976291474942136,0.0038565277048969726,0.5937726197893166,1.0,9.124002615254848e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3697005237431149,0.3709976879203673,0.0012971641772523967,0.3709976879203673,1.0,9.121312829572856e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,4.267847129023608,4.612374919226848,0.34452779020324,4.612374919226848,1.0,9.199993820562588e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.6419939444284923,0.6622923059327115,0.020298361504219153,0.6419939444284923,1.0,9.07429368101832e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,0.3724784896802396,0.3738426554717644,0.001364165791524763,0.3738426554717644,1.0,9.161256838077936e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,2,sensitivity_k2_max_iter100;sensitivity_k3_max_iter100,100;100,4.358241375602768,4.685839660834342,0.3275982852315735,4.685839660834342,1.0,9.251512240366743e-05
