relative_path,size_bytes
FREEZE_FAILURE_AUDIT.csv,516
MANIFEST.json,4250
README.md,356
convergence_stability/convergence_point_runs.csv,54959
convergence_stability/convergence_point_stability.csv,5502
convergence_stability/convergence_revision_runs.csv,56264
convergence_stability/convergence_revision_stability.csv,5695
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/bootstrap_loss_difference_point.csv,88640
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/bootstrap_loss_difference_revision.csv,91300
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/calendar_audit.csv,313
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/common_sample_spf_point.csv,7951
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/common_sample_spf_revision.csv,8441
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/cumulative_loss_point.csv,3152611
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/cumulative_loss_revision.csv,3342407
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/density_point_metrics.csv,12634
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/density_point_records.csv,1992374
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/density_revision_metrics.csv,13046
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/density_revision_records.csv,2041525
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/external_benchmark_coverage.csv,10951
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/figures/point_cumulative_loss_exact_pre_second_S_release_vs_standard.png,74297
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/figures/point_cumulative_loss_exact_pre_third_T_joint_vs_release.png,77127
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/figures/revision_cumulative_loss_exact_delta_sa_joint_vs_release.png,90569
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/forecast_comparison_point_clark_west.csv,6586
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/forecast_comparison_point_dm.csv,81945
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/forecast_comparison_revision_clark_west.csv,6827
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/forecast_comparison_revision_dm.csv,83828
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/journal_evidence_summary.md,9179
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/manifest.json,10435
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/model_confidence_set_block_bootstrap_point.csv,13700
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/model_confidence_set_block_bootstrap_revision.csv,14479
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/model_confidence_set_proxy_point.csv,11694
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/model_confidence_set_proxy_revision.csv,13639
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/release_mechanism_analysis.csv,20231
sensitivity_runs/sensitivity_midas_lags4_max_iter100/evidence_dir/revision_magnitude_bins.csv,31207
