model_id,timing_mode,forecast_origin,forecast_origin_date,checkpoint_id,target_id,revision_target_id,target_quarter,forecast_value,forecast_variance,forecast_sd,density_source,realized_value,forecast_error,revision_target_flag,converged,n_iter,loglikelihood,llf_initial,llf_final,llf_last_improvement,llf_relative_last_improvement,llf_history_length,n_indicators,initialization_seed,initialization_jitter
ar,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.4648889202031996,,,not_available,-0.10470000000000024,0.5695889202031998,True,True,0,,,,,,,14,2,0.02
no_revision,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.0,,,not_available,-0.10470000000000024,0.10470000000000024,True,True,0,,,,,,,14,2,0.02
bridge,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,-0.8963490410084507,,,not_available,-0.10470000000000024,-0.7916490410084505,True,True,0,,,,,,,14,2,0.02
midas_umidas,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,-0.277062365539126,,,not_available,-0.10470000000000024,-0.17236236553912576,True,True,0,,,,,,,14,2,0.02
monthly_mixed_frequency_kalman_em,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.0722382020011556,0.3496579782164604,0.5913188464918571,model_implied_state_space,-0.10470000000000024,0.17693820200115584,True,True,54,-6285.22325928218,-7334.434583170255,-6285.22325928218,0.6243558635778754,9.931143584166545e-05,54.0,14,2,0.02
standard_dfm,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.03229029921893689,,,not_available,-0.10470000000000024,0.13699029921893713,True,True,0,,,,,,,14,2,0.02
release_dfm,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.03229029921893689,,,not_available,-0.10470000000000024,0.13699029921893713,True,True,0,,,,,,,14,2,0.02
revision_dfm_kalman_em,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.07925731316948559,0.41195015253828693,0.6418334305240628,model_implied_state_space,-0.10470000000000024,0.18395731316948583,True,True,21,-1989.6558391993162,-2962.899755748499,-1989.6558391993162,0.18183084947941097,9.133384012919259e-05,21.0,14,2,0.02
indicator_revision_only_dfm_kalman_em,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.0,0.4383554372251721,0.6620841617386509,model_implied_state_space,-0.10470000000000024,0.10470000000000024,True,True,25,-3681.9401188973734,-4844.278444639991,-3681.9401188973734,0.34922397528725924,9.481307135509844e-05,25.0,14,2,0.02
joint_indicator_revision_dfm_full_kalman_em,exact,2019:Q1:pre_advance:exact,2019-04-25,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.036503512850009745,0.3955830611540829,0.6289539419974113,model_implied_state_space,-0.10470000000000024,0.14120351285000998,True,True,26,-3646.5894971834055,-4859.630594484298,-3646.5894971834055,0.34455881896519713,9.445313804350558e-05,26.0,14,2,0.02
ar,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,-0.5635001866146694,,,not_available,0.06099999999999994,-0.6245001866146693,True,True,0,,,,,,,14,2,0.02
no_revision,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.0,,,not_available,0.06099999999999994,-0.06099999999999994,True,True,0,,,,,,,14,2,0.02
bridge,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.8923743808409088,,,not_available,0.06099999999999994,0.8313743808409089,True,True,0,,,,,,,14,2,0.02
midas_umidas,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.1692563726873546,,,not_available,0.06099999999999994,0.10825637268735466,True,True,0,,,,,,,14,2,0.02
monthly_mixed_frequency_kalman_em,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.22826322812823108,0.1448815061963019,0.38063303350642325,model_implied_state_space,0.06099999999999994,0.16726322812823113,True,True,50,-6312.701696013429,-7328.980019682591,-6312.701696013429,0.6195132228340299,9.811240231615679e-05,50.0,14,2,0.02
standard_dfm,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.05165552868850387,,,not_available,0.06099999999999994,-0.009344471311496072,True,True,0,,,,,,,14,2,0.02
release_dfm,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.04575425000561806,,,not_available,0.06099999999999994,-0.015245749994381885,True,True,0,,,,,,,14,2,0.02
revision_dfm_kalman_em,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.008339242257501045,0.14953085681245526,0.38669219905818536,model_implied_state_space,0.06099999999999994,-0.0526607577424989,True,True,21,-1990.4721709899384,-2964.0297319650917,-1990.4721709899384,0.18616270742154484,9.347120651760995e-05,21.0,14,2,0.02
indicator_revision_only_dfm_kalman_em,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.0,0.1539493314562258,0.39236377439338843,model_implied_state_space,0.06099999999999994,-0.06099999999999994,True,True,25,-3683.1409945917894,-4845.50410969005,-3683.1409945917894,0.3503363361874108,9.508404409766245e-05,25.0,14,2,0.02
joint_indicator_revision_dfm_full_kalman_em,exact,2019:Q1:pre_second:exact,2019-05-29,pre_second,DELTA_TS,DELTA_TS,2019:Q1,0.00619091790833437,0.148651992729803,0.3855541372230403,model_implied_state_space,0.06099999999999994,-0.05480908209166557,True,True,26,-3647.760390271754,-4860.961414542916,-3647.760390271754,0.3453522306049308,9.464023653315866e-05,26.0,14,2,0.02
ar,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.29507328704170277,,,not_available,-0.6073999999999997,0.9024732870417025,True,True,0,,,,,,,14,2,0.02
no_revision,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.0,,,not_available,-0.6073999999999997,0.6073999999999997,True,True,0,,,,,,,14,2,0.02
bridge,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,-0.2460835305255178,,,not_available,-0.6073999999999997,0.3613164694744819,True,True,0,,,,,,,14,2,0.02
midas_umidas,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,-0.12965189226681062,,,not_available,-0.6073999999999997,0.4777481077331891,True,True,0,,,,,,,14,2,0.02
monthly_mixed_frequency_kalman_em,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.14522074281064423,4.4784901265845125,2.1162443447259376,model_implied_state_space,-0.6073999999999997,0.752620742810644,True,True,52,-6328.886922084899,-7349.5487198973715,-6328.886922084899,0.6279233508239486,9.918993417678798e-05,52.0,14,2,0.02
standard_dfm,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.2069325298377389,,,not_available,-0.6073999999999997,0.8143325298377386,True,True,0,,,,,,,14,2,0.02
release_dfm,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,-0.05832211075326654,,,not_available,-0.6073999999999997,0.5490778892467332,True,True,0,,,,,,,14,2,0.02
revision_dfm_kalman_em,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.0024258718715906014,4.364024250486912,2.0890247127516015,model_implied_state_space,-0.6073999999999997,0.6098258718715903,True,True,23,-1989.4516613995215,-2981.5897061627256,-1989.4516613995215,0.18196128276167656,9.140872568830244e-05,23.0,14,2,0.02
indicator_revision_only_dfm_kalman_em,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.0,4.361054841760642,2.0883138752976387,model_implied_state_space,-0.6073999999999997,0.6073999999999997,True,True,25,-3681.8428608695367,-4846.09950983836,-3681.8428608695367,0.3518673622984352,9.553319557105079e-05,25.0,14,2,0.02
joint_indicator_revision_dfm_full_kalman_em,exact,2019:Q1:pre_third:exact,2019-06-26,pre_third,DELTA_MT,DELTA_MT,2019:Q1,0.001460151374670815,4.372519745101666,2.091057087958544,model_implied_state_space,-0.6073999999999997,0.6088601513746705,True,True,26,-3646.5140606271007,-4861.525518649085,-3646.5140606271007,0.34791597307412303,9.53753117047434e-05,26.0,14,2,0.02
ar,pseudo,2019:Q1:pre_advance:pseudo,2019-04-30,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.4648889202031996,,,not_available,-0.10470000000000024,0.5695889202031998,True,True,0,,,,,,,14,2,0.02
no_revision,pseudo,2019:Q1:pre_advance:pseudo,2019-04-30,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.0,,,not_available,-0.10470000000000024,0.10470000000000024,True,True,0,,,,,,,14,2,0.02
bridge,pseudo,2019:Q1:pre_advance:pseudo,2019-04-30,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,-0.8963928945664441,,,not_available,-0.10470000000000024,-0.7916928945664439,True,True,0,,,,,,,14,2,0.02
midas_umidas,pseudo,2019:Q1:pre_advance:pseudo,2019-04-30,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,-0.3550490427156605,,,not_available,-0.10470000000000024,-0.2503490427156603,True,True,0,,,,,,,14,2,0.02
monthly_mixed_frequency_kalman_em,pseudo,2019:Q1:pre_advance:pseudo,2019-04-30,pre_advance,DELTA_SA,DELTA_SA,2019:Q1,0.07017223175006237,0.3495530576467809,0.5912301224115538,model_implied_state_space,-0.10470000000000024,0.1748722317500626,True,True,54,-6287.947680874189,-7337.221342752908,-6287.947680874189,0.6241217620436146,9.923120072848489e-05,54.0,14,2,0.02
