model_id,timing_mode,checkpoint_id,revision_target_id,n_forecasts,RMSE,MAE,bias,relative_RMSFE,DM_test,sign_accuracy,convergence_rate,mean_iterations,mean_llf_relative_last_improvement,median_llf_relative_last_improvement,max_llf_relative_last_improvement,initialization_seed,source_dir
standard_dfm,exact,pre_advance,DELTA_SA,24,0.5828840492932041,0.2521569720984922,-0.0543668584281001,0.937440493730368,0.9042648631710248,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
ar,exact,pre_second,DELTA_TS,24,0.2752219898278388,0.1926339914467443,-0.0243222508533552,1.0,1.0,0.5833333333333334,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
bridge,exact,pre_second,DELTA_TS,24,0.3945654390976564,0.3051449163529427,0.077978440343705,1.4336261406454889,0.0019438406151195,0.5,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,24,0.2279327879734142,0.1606416666666668,-0.1075833333333334,0.8281779668695599,0.290957455231766,0.0,1.0,44.041666666666664,9.146136479292506e-05,9.248463925011014e-05,9.832136158978726e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,24,0.2308592929990444,0.1647488916493496,-0.1050318107651124,0.8388112197846372,0.3362718600867332,0.5,1.0,44.416666666666664,9.18258604557425e-05,9.221892434285932e-05,9.924866357672368e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
midas_umidas,exact,pre_second,DELTA_TS,24,5.251386693244915,2.0144162104391343,-0.2171613057819105,19.080549110664613,0.1666625259744371,0.5833333333333334,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,24,0.315342605787163,0.2200015438712455,-0.0693956631041703,1.1457754737709045,0.6749580733403124,0.5833333333333334,1.0,36.625,9.494488584963462e-05,9.525990595801603e-05,9.996191109577998e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
no_revision,exact,pre_second,DELTA_TS,24,0.2279327879734142,0.1606416666666668,-0.1075833333333334,0.8281779668695599,0.290957455231766,0.0,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
release_dfm,exact,pre_second,DELTA_TS,24,0.2259671780888947,0.1607622034012744,-0.0712964748295914,0.8210360597648657,0.3026570010356201,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
revision_dfm_kalman_em,exact,pre_second,DELTA_TS,24,0.2296734793172358,0.1627859569903565,-0.1054549067323112,0.8345026480656753,0.3372752761243731,0.5,1.0,25.583333333333332,9.202376635297176e-05,9.115738580918158e-05,9.989961029243672e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
standard_dfm,exact,pre_second,DELTA_TS,24,0.2255574576124041,0.1624624526329,-0.0525108991772206,0.8195473688475924,0.336343517051739,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
ar,exact,pre_third,DELTA_MT,24,4.584056189542174,2.021314604871032,-0.0790252090259961,1.0,1.0,0.375,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
bridge,exact,pre_third,DELTA_MT,24,2.3414096138344043,1.6843686394961634,-0.6793165558982138,0.5107724506466508,0.2502434009676639,0.4583333333333333,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,24,1.102316552954126,0.7735958333333333,-0.5159374999999999,0.2404675046237202,0.1652951762247239,0.0,1.0,40.666666666666664,9.12358787758682e-05,9.16728315081028e-05,9.951294895547902e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,24,1.1000895629026994,0.7732081488541483,-0.5142570412141646,0.2399816925046395,0.1651833377266728,0.5,1.0,41.791666666666664,9.122962059420332e-05,9.276214003169828e-05,9.86438550260323e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
midas_umidas,exact,pre_third,DELTA_MT,24,8.75802309942492,5.087704573612623,1.8569530713162743,1.9105400844354865,0.2269481723080915,0.4166666666666667,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,24,1.1148773177793003,0.7819149244432432,-0.4863167302273645,0.2432076029789344,0.1669057535974122,0.4583333333333333,1.0,34.625,9.517224455091808e-05,9.56304261449348e-05,9.999501178932916e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
no_revision,exact,pre_third,DELTA_MT,24,1.102316552954126,0.7735958333333333,-0.5159374999999999,0.2404675046237202,0.1652951762247239,0.0,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
release_dfm,exact,pre_third,DELTA_MT,24,1.1076363003364371,0.7648651783427288,-0.1832654741497924,0.2416279937543829,0.1546341127254534,0.6666666666666666,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
revision_dfm_kalman_em,exact,pre_third,DELTA_MT,24,1.1011656165790733,0.7730512017738543,-0.5141082888094287,0.2402164308306723,0.1652631850601086,0.625,1.0,25.708333333333332,9.160323627781804e-05,9.009011296446504e-05,9.969710712970416e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
standard_dfm,exact,pre_third,DELTA_MT,24,1.854303427098974,1.2217814222744827,-0.8264086744624409,0.4045114960260052,0.1739218547051463,0.4166666666666667,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
ar,pseudo,pre_advance,DELTA_SA,24,0.621782452530642,0.349892967798293,0.1675294050908708,1.0,1.0,0.6666666666666666,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
bridge,pseudo,pre_advance,DELTA_SA,24,0.6826656578960535,0.3982195970250985,0.0330875528634425,1.097917213838406,0.572971846851122,0.6666666666666666,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,24,0.3091344361007569,0.1937374999999998,-0.0706791666666665,0.4971745903130363,0.291628669237825,0.0,1.0,42.708333333333336,9.077432074810132e-05,9.187688637021964e-05,9.998269280743328e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,24,0.6253035502046854,0.4214757025270095,0.0167818514339375,1.005662909365989,0.982801174207608,0.5,1.0,43.0,9.140213654701248e-05,9.39464129836768e-05,9.993643434529384e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
midas_umidas,pseudo,pre_advance,DELTA_SA,24,16.204325422531806,5.491316013576554,-0.3836315626944213,26.061085121621765,0.1659430645455697,0.5833333333333334,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,24,0.6546198940249426,0.3327871119831775,-0.0428099850632835,1.0528117854736054,0.9067779468441012,0.5833333333333334,1.0,33.583333333333336,9.53514690563172e-05,9.5881518023639e-05,9.994961427668048e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
no_revision,pseudo,pre_advance,DELTA_SA,24,0.3091344361007569,0.1937374999999998,-0.0706791666666665,0.4971745903130363,0.291628669237825,0.0,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
release_dfm,pseudo,pre_advance,DELTA_SA,24,0.5799306871189679,0.2513298830029198,-0.053786594345306,0.9326906617558308,0.896660553667392,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
revision_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,24,0.5360674720213164,0.2820557135962188,-0.0004574092504057,0.8621463501254059,0.7372260161246044,0.625,1.0,26.125,9.215300133849789e-05,9.014515865734568e-05,9.955222321236532e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
standard_dfm,pseudo,pre_advance,DELTA_SA,24,0.5799306871189679,0.2513298830029198,-0.053786594345306,0.9326906617558308,0.896660553667392,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
ar,pseudo,pre_second,DELTA_TS,24,0.2752219898278388,0.1926339914467443,-0.0243222508533552,1.0,1.0,0.5833333333333334,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
bridge,pseudo,pre_second,DELTA_TS,24,0.3997929535326084,0.3083183130537021,0.0793388406904171,1.4526199515623488,0.0010426403775061,0.5,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,24,0.2279327879734142,0.1606416666666668,-0.1075833333333334,0.8281779668695599,0.290957455231766,0.0,1.0,44.083333333333336,9.125040779777714e-05,9.29012967003575e-05,9.836492570212372e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,24,0.2308372475355259,0.1647371037538245,-0.1050020109288312,0.8387311191228686,0.3362384100454682,0.5,1.0,44.458333333333336,9.166655762094922e-05,9.337748213935188e-05,9.95281994611738e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
midas_umidas,pseudo,pre_second,DELTA_TS,24,5.2521060091811105,2.0201744593636497,-0.2166698555425645,19.083162695199213,0.1664757764337549,0.5416666666666666,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,24,0.3106673247167644,0.2128768673347986,-0.0726989733499142,1.1287881644598892,0.7126195010782261,0.5833333333333334,1.0,35.416666666666664,9.507071860059328e-05,9.47677659367516e-05,9.989107895116456e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
no_revision,pseudo,pre_second,DELTA_TS,24,0.2279327879734142,0.1606416666666668,-0.1075833333333334,0.8281779668695599,0.290957455231766,0.0,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
release_dfm,pseudo,pre_second,DELTA_TS,24,0.2259639963753566,0.16075438689449,-0.0713484014713701,0.8210244992295319,0.3024374106559389,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
revision_dfm_kalman_em,pseudo,pre_second,DELTA_TS,24,0.2296525032197026,0.1626638816585282,-0.10558480883551,0.8344264328710018,0.3371235688544654,0.5,1.0,25.583333333333332,9.186394511051154e-05,9.09497260616948e-05,9.989762492773346e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
standard_dfm,pseudo,pre_second,DELTA_TS,24,0.2256231743347325,0.1626164736190204,-0.0523377375498154,0.8197861459975198,0.3369960814365437,0.625,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
ar,pseudo,pre_third,DELTA_MT,24,4.584056189542174,2.021314604871032,-0.0790252090259961,1.0,1.0,0.375,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
bridge,pseudo,pre_third,DELTA_MT,24,2.3449140989586805,1.6802580605263262,-0.673148291926757,0.5115369450113296,0.250648772383688,0.4166666666666667,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,24,1.102316552954126,0.7735958333333333,-0.5159374999999999,0.2404675046237202,0.1652951762247239,0.0,1.0,40.666666666666664,9.119777172893282e-05,9.163302950085037e-05,9.86544555502002e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,24,1.1000847140606909,0.7731981239627048,-0.5142444682438655,0.239980634742298,0.1651832556348807,0.5,1.0,41.833333333333336,9.16003640930226e-05,9.093139398522594e-05,9.994745929084494e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
midas_umidas,pseudo,pre_third,DELTA_MT,24,8.746326061272011,5.093650771374779,1.9150161712367433,1.907988405819593,0.2275579713887225,0.4166666666666667,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,24,1.115710293287281,0.78308028198924,-0.4878141308906829,0.2433893144313117,0.166948753481183,0.4583333333333333,1.0,36.166666666666664,9.39078389301324e-05,9.411801494758016e-05,9.9855881634068e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
no_revision,pseudo,pre_third,DELTA_MT,24,1.102316552954126,0.7735958333333333,-0.5159374999999999,0.2404675046237202,0.1652951762247239,0.0,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
release_dfm,pseudo,pre_third,DELTA_MT,24,1.1075106927520857,0.7642386113086976,-0.1828793580271101,0.2416005927847704,0.1546091363366305,0.6666666666666666,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
revision_dfm_kalman_em,pseudo,pre_third,DELTA_MT,24,1.1011630629087643,0.7730465608625517,-0.5141108993324677,0.2402158737541001,0.1652630836700118,0.625,1.0,25.708333333333332,9.18541420529531e-05,9.058511241163488e-05,9.968332466911053e-05,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
standard_dfm,pseudo,pre_third,DELTA_MT,24,1.852956740874043,1.2209383680891452,-0.825964692254033,0.4042177199095599,0.1738513488102496,0.4166666666666667,1.0,0.0,,,,3,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_3
ar,exact,pre_advance,DELTA_SA,24,0.621782452530642,0.349892967798293,0.1675294050908708,1.0,1.0,0.6666666666666666,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
bridge,exact,pre_advance,DELTA_SA,24,0.6865121827964132,0.3994184956214465,0.0309752203409699,1.104103501155947,0.5606967676011915,0.6666666666666666,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,24,0.3091344361007569,0.1937374999999998,-0.0706791666666665,0.4971745903130363,0.291628669237825,0.0,1.0,42.0,9.05965870808447e-05,9.186174837244674e-05,9.985977479649928e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,24,0.6262945702571524,0.422299797918864,0.0163357732418196,1.0072567466453035,0.9781047578304556,0.4583333333333333,1.0,42.291666666666664,9.10924164551473e-05,9.204743035049171e-05,9.894133168356314e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
midas_umidas,exact,pre_advance,DELTA_SA,24,16.056106443905286,5.446014296917849,-0.3817488226775623,25.822707570078983,0.1687129315490539,0.5833333333333334,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
monthly_mixed_frequency_kalman_em,exact,pre_advance,DELTA_SA,24,0.6552762286732907,0.3339153526458445,-0.0436951690902788,1.053867355063382,0.9049454922029124,0.5833333333333334,1.0,34.958333333333336,9.479560253411088e-05,9.572414527079827e-05,9.992598888541152e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
no_revision,exact,pre_advance,DELTA_SA,24,0.3091344361007569,0.1937374999999998,-0.0706791666666665,0.4971745903130363,0.291628669237825,0.0,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
release_dfm,exact,pre_advance,DELTA_SA,24,0.5828840492932041,0.2521569720984922,-0.0543668584281001,0.937440493730368,0.9042648631710248,0.625,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
revision_dfm_kalman_em,exact,pre_advance,DELTA_SA,24,0.5526848962386378,0.2904867496577685,0.0081403461489631,0.8888718135888548,0.7750560217747542,0.5833333333333334,1.0,26.541666666666668,9.307807692023297e-05,9.30403237147525e-05,9.936485099140968e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
standard_dfm,exact,pre_advance,DELTA_SA,24,0.5828840492932041,0.2521569720984922,-0.0543668584281001,0.937440493730368,0.9042648631710248,0.625,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
ar,exact,pre_second,DELTA_TS,24,0.2752219898278388,0.1926339914467443,-0.0243222508533552,1.0,1.0,0.5833333333333334,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
bridge,exact,pre_second,DELTA_TS,24,0.3945654390976564,0.3051449163529427,0.077978440343705,1.4336261406454889,0.0019438406151195,0.5,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,24,0.2279327879734142,0.1606416666666668,-0.1075833333333334,0.8281779668695599,0.290957455231766,0.0,1.0,43.041666666666664,9.13066430368624e-05,9.328342104783204e-05,9.861018100068516e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,24,0.2307786115045814,0.1646800545431411,-0.1050044915983535,0.8385180691736941,0.3348082350546018,0.5,1.0,43.166666666666664,9.167762460156763e-05,9.167628809968768e-05,9.992853339303505e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
midas_umidas,exact,pre_second,DELTA_TS,24,5.251386693244915,2.0144162104391343,-0.2171613057819105,19.080549110664613,0.1666625259744371,0.5833333333333334,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,24,0.315342605787163,0.2200015438712455,-0.0693956631041703,1.1457754737709045,0.6749580733403124,0.5833333333333334,1.0,36.625,9.494488584963462e-05,9.525990595801603e-05,9.996191109577998e-05,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
no_revision,exact,pre_second,DELTA_TS,24,0.2279327879734142,0.1606416666666668,-0.1075833333333334,0.8281779668695599,0.290957455231766,0.0,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
release_dfm,exact,pre_second,DELTA_TS,24,0.2259671780888947,0.1607622034012744,-0.0712964748295914,0.8210360597648657,0.3026570010356201,0.625,1.0,0.0,,,,4,/Users/haaminh109/Desktop/Minh/Tài liệu học tập (DSEB)/Kì 6/Time Series/RADFM/paper_project/outputs/full_state_space_release_revision_dfm/initialization_audit_journal_candidate/seed_4
