model_id,checkpoint_id,target_id,exact,pseudo,exact_minus_pseudo_RMSE
ar,pre_advance,A,12.772608971613197,12.772608971613197,0.0
ar,pre_second,S,12.239075796986006,12.239075796986006,0.0
ar,pre_third,T,12.106716935312141,12.106716935312141,0.0
bridge,pre_advance,A,8.613899659546695,8.57175248854247,0.04214717100422405
bridge,pre_second,S,7.891003231821023,7.895453439263908,-0.004450207442884491
bridge,pre_third,T,7.6052508840792985,7.601352977976952,0.0038979061023463046
indicator_revision_only_dfm_kalman_em,pre_advance,A,5.507202424341411,5.506350088816342,0.0008523355250691367
indicator_revision_only_dfm_kalman_em,pre_second,S,0.4162737181203494,0.4161027530648776,0.00017096505547181673
indicator_revision_only_dfm_kalman_em,pre_third,T,0.23342297238132229,0.23341975711038432,3.2152709379673627e-06
joint_indicator_revision_dfm_full_kalman_em,pre_advance,A,5.670375394979567,5.669771809559865,0.0006035854197019574
joint_indicator_revision_dfm_full_kalman_em,pre_second,S,0.5826268379947507,0.584020378834148,-0.0013935408393973558
joint_indicator_revision_dfm_full_kalman_em,pre_third,T,0.2350708866192354,0.23505481800078407,1.60686184513259e-05
midas_umidas,pre_advance,A,18.771174886157752,19.07419763136716,-0.3030227452094074
midas_umidas,pre_second,S,7.675872631261396,7.675616267213431,0.00025636404796536283
midas_umidas,pre_third,T,10.496961853885134,10.494610498414424,0.0023513554707097484
monthly_mixed_frequency_kalman_em,pre_advance,A,6.3725243691147115,6.37204848947156,0.0004758796431518775
monthly_mixed_frequency_kalman_em,pre_second,S,0.4910680638084507,0.4853307494064026,0.00573731440204811
monthly_mixed_frequency_kalman_em,pre_third,T,0.2648647939390096,0.26681872742853646,-0.0019539334895268823
no_revision,pre_advance,A,13.017943149641257,13.017943149641257,0.0
no_revision,pre_second,S,0.3091344361007569,0.3091344361007569,0.0
no_revision,pre_third,T,0.22793278797341424,0.22793278797341424,0.0
release_dfm,pre_advance,A,5.233977985163841,5.200843973728273,0.0331340114355676
release_dfm,pre_second,S,0.7390878842903454,0.7387754130020294,0.00031247128831601856
release_dfm,pre_third,T,0.36674497785281773,0.3667663794332295,-2.1401580411750665e-05
revision_dfm_kalman_em,pre_advance,A,5.667158948511096,5.657869595899262,0.009289352611833834
revision_dfm_kalman_em,pre_second,S,0.730762028083506,0.7295217960631155,0.0012402320203904749
revision_dfm_kalman_em,pre_third,T,0.23579213237804927,0.23580007312764736,-7.94074959808988e-06
standard_dfm,pre_advance,A,5.233977985163841,5.200843973728273,0.0331340114355676
standard_dfm,pre_second,S,4.790158141557883,4.779551654376675,0.010606487181207491
standard_dfm,pre_third,T,4.715453480578661,4.712195866543578,0.0032576140350837335
