model_id,timing_mode,checkpoint_id,target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,3.5659382343381996,3.5659382343381996,0.0,3.5659382343381996,1.0,9.288089958204036e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.5913344351832771,0.5913344351832771,0.0,0.5913344351832771,1.0,9.52768013226707e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.37076981624727,0.37076981624727,0.0,0.37076981624727,1.0,9.415508092185084e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,3.56545640922441,3.56545640922441,0.0,3.56545640922441,1.0,9.314804341273908e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.5913395153802425,0.5913395153802425,0.0,0.5913395153802425,1.0,9.53924728726445e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3707150566727573,0.3707150566727573,0.0,0.3707150566727573,1.0,9.419725799083064e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,3.6095541875199935,3.6095541875199935,0.0,3.6095541875199935,1.0,9.34951598169984e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.6316802729496175,0.6316802729496175,0.0,0.6316802729496175,1.0,9.353237719235452e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3721184482019397,0.3721184482019397,0.0,0.3721184482019397,1.0,9.35223089917508e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,3.609977367006751,3.609977367006751,0.0,3.609977367006751,1.0,9.349797839373122e-05
