model_id,timing_mode,checkpoint_id,revision_target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.5696627235545563,0.5696627235545563,0.0,0.5696627235545563,1.0,9.299720613540878e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3613823734957444,0.3613823734957444,0.0,0.3613823734957444,1.0,9.52768013226707e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.338732745080212,1.338732745080212,0.0,1.338732745080212,1.0,9.415508092185084e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.5696627235545563,0.5696627235545563,0.0,0.5696627235545563,1.0,9.329888069006936e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3613823734957444,0.3613823734957444,0.0,0.3613823734957444,1.0,9.53924728726445e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.338732745080212,1.338732745080212,0.0,1.338732745080212,1.0,9.419725799083064e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.6360147970700665,0.6360147970700665,0.0,0.6360147970700665,1.0,9.334102970263788e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3619085698634091,0.3619085698634091,0.0,0.3619085698634091,1.0,9.353237719235452e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.340351269096288,1.340351269096288,0.0,1.340351269096288,1.0,9.35223089917508e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.6370253358673974,0.6370253358673974,0.0,0.6370253358673974,1.0,9.34947160591707e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3619222526210453,0.3619222526210453,0.0,0.3619222526210453,1.0,9.360424446168236e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.3403510243989174,1.3403510243989174,0.0,1.3403510243989174,1.0,9.420912353946584e-05
monthly_mixed_frequency_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.640486320359945,0.640486320359945,0.0,0.640486320359945,1.0,9.56543026950009e-05
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3778233980457066,0.3778233980457066,0.0,0.3778233980457066,1.0,9.556488853305474e-05
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.3870551593528162,1.3870551593528162,0.0,1.3870551593528162,1.0,9.58633252191384e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.6398871203375566,0.6398871203375566,0.0,0.6398871203375566,1.0,9.58365013136614e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3765283296670195,0.3765283296670195,0.0,0.3765283296670195,1.0,9.545835475240666e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.3875050429554108,1.3875050429554108,0.0,1.3875050429554108,1.0,9.565707395391208e-05
revision_dfm_kalman_em,exact,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.6292183585954473,0.6292183585954473,0.0,0.6292183585954473,1.0,9.3004333580743e-05
revision_dfm_kalman_em,exact,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3617093443923942,0.3617093443923942,0.0,0.3617093443923942,1.0,9.366961233923149e-05
revision_dfm_kalman_em,exact,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.3404209621247687,1.3404209621247687,0.0,1.3404209621247687,1.0,9.321138048461089e-05
revision_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.6291408533109809,0.6291408533109809,0.0,0.6291408533109809,1.0,9.30150230431688e-05
revision_dfm_kalman_em,pseudo,pre_second,DELTA_TS,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,0.3617102518487549,0.3617102518487549,0.0,0.3617102518487549,1.0,9.36398934987327e-05
revision_dfm_kalman_em,pseudo,pre_third,DELTA_MT,2,sensitivity_midas_lags4_max_iter100;sensitivity_midas_lags9_max_iter100,100;100,1.3404202505744656,1.3404202505744656,0.0,1.3404202505744656,1.0,9.321137515550144e-05
