model_id,timing_mode,checkpoint_id,revision_target_id,n_forecasts,n_variance,share_positive_variance,share_finite_sd,min_forecast_variance,median_forecast_variance,max_forecast_variance,mean_forecast_sd,empirical_error_sd,RMSE,mean_sd_to_rmse,mean_sd_to_empirical_error_sd,coverage_68,coverage_90,model_implied_share
ar,exact,pre_advance,DELTA_SA,2,0,0.0,0.0,,,,,0.06440824104045101,0.06075385945226835,,,,,0.0
ar,exact,pre_second,DELTA_TS,2,0,0.0,0.0,,,,,0.10335547457444061,0.12212795652755175,,,,,0.0
ar,exact,pre_third,DELTA_MT,2,0,0.0,0.0,,,,,0.6581600257020199,0.6609008528590868,,,,,0.0
ar,pseudo,pre_advance,DELTA_SA,2,0,0.0,0.0,,,,,0.06440824104045101,0.06075385945226835,,,,,0.0
ar,pseudo,pre_second,DELTA_TS,2,0,0.0,0.0,,,,,0.10335547457444061,0.12212795652755175,,,,,0.0
ar,pseudo,pre_third,DELTA_MT,2,0,0.0,0.0,,,,,0.6581600257020199,0.6609008528590868,,,,,0.0
bridge,exact,pre_advance,DELTA_SA,2,0,0.0,0.0,,,,,0.06063135799338278,0.052186172674678,,,,,0.0
bridge,exact,pre_second,DELTA_TS,2,0,0.0,0.0,,,,,0.18733844704127534,0.16889483081916334,,,,,0.0
bridge,exact,pre_third,DELTA_MT,2,0,0.0,0.0,,,,,0.4908508404770041,0.5149581163042845,,,,,0.0
bridge,pseudo,pre_advance,DELTA_SA,2,0,0.0,0.0,,,,,0.06215181159616186,0.05188337291264688,,,,,0.0
bridge,pseudo,pre_second,DELTA_TS,2,0,0.0,0.0,,,,,0.19144209782643515,0.17630719465134223,,,,,0.0
bridge,pseudo,pre_third,DELTA_MT,2,0,0.0,0.0,,,,,0.49375965774546837,0.5189616925216356,,,,,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2,2,1.0,1.0,15.972595739260816,16.009432321346043,16.046268903431272,4.00117621852867,0.060174787078975334,0.0666882673339172,59.99820325956646,66.49256960855378,1.0,1.0,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2,2,1.0,1.0,16.30176811957851,16.33855207203724,16.37533602449597,4.0420949232467205,0.09545941546018377,0.18467771928416257,21.887290675423447,42.343596006333,1.0,1.0,1.0
