timing_mode,checkpoint_id,outcome_id,model_id,mean_squared_error,initial_model_count,final_model_count,n_obs_final_set,alpha,bootstrap_reps,block_length,included_in_mcs_alpha_10pct,elimination_step,p_value_at_elimination,test_stat_at_elimination,last_set_p_value,last_set_test_stat,method_note
exact,pre_third,DELTA_MT,joint_indicator_revision_dfm_full_kalman_em,2.024383686459435,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,midas_umidas,249.84541959267054,11,8,73,0.1,5000,4,False,1.0,0.09358128374325135,1.5608192827109018,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,monthly_mixed_frequency_kalman_em,2.169600206144483,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,no_revision,2.0142592584618115,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,release_dfm,2.320166375810614,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,revision_dfm_kalman_em,2.0225835319395995,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,spf,2.0142592584618115,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_third,DELTA_MT,standard_dfm,2.1354614762038273,11,8,73,0.1,5000,4,True,,,,0.32633473305338934,1.1777659633754525,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,ar,0.45987673583332944,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,bridge,0.5214673272035628,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,indicator_revision_only_dfm_kalman_em,0.3245156186075948,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,joint_indicator_revision_dfm_full_kalman_em,0.3909106027695714,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,midas_umidas,182.1731383180606,11,10,79,0.1,5000,4,False,1.0,0.016396720655868825,2.4950796495756604,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.31615128998143066,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,no_revision,0.3245156186075948,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,release_dfm,0.4103405796393727,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,revision_dfm_kalman_em,0.4021945065046143,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,spf,0.3245156186075948,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_advance,DELTA_SA,standard_dfm,0.4103405796393727,11,10,79,0.1,5000,4,True,,,,0.23795240951809637,1.6931251282673394,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,ar,0.16639562637908767,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,bridge,0.2424028253493774,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,indicator_revision_only_dfm_kalman_em,0.1305972198734177,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,joint_indicator_revision_dfm_full_kalman_em,0.13104607012421107,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,midas_umidas,9.760615131964892,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
pseudo,pre_second,DELTA_TS,monthly_mixed_frequency_kalman_em,0.1483623063620212,11,11,79,0.1,5000,4,True,,,,0.10077984403119376,1.259692704320852,Block-bootstrap MCS-style elimination using average squared-loss differentials.
