subsample,timing_mode,checkpoint_id,target_id,best_models,best_RMSE,best_MAE,best_bias,best_relative_RMSFE,best_DM_test,best_sign_accuracy,best_n_forecasts,n_models_compared,structured_family_win
full_sample,exact,pre_advance,A,ar,0.2893596215441562,0.2871899419032215,-0.035368458402954994,1.0,,1.0,2,11,False
full_sample,exact,pre_second,S,no_revision,0.0666882673339172,0.05135,-0.05135,0.2759191830715408,,1.0,2,11,False
full_sample,exact,pre_third,T,release_dfm,0.10533856013486302,0.0901254276508023,-0.0901254276508023,0.32097379098555867,,1.0,2,11,True
full_sample,pseudo,pre_advance,A,ar,0.2893596215441562,0.2871899419032215,-0.035368458402954994,1.0,,1.0,2,11,False
full_sample,pseudo,pre_second,S,no_revision,0.0666882673339172,0.05135,-0.05135,0.2759191830715408,,1.0,2,11,False
full_sample,pseudo,pre_third,T,release_dfm,0.10538290616656375,0.0900896870148737,-0.0900896870148737,0.3211089163745134,,1.0,2,11,True
exclude_pandemic,exact,pre_advance,A,ar,0.2893596215441562,0.2871899419032215,-0.035368458402954994,1.0,,1.0,2,11,False
exclude_pandemic,exact,pre_second,S,no_revision,0.0666882673339172,0.05135,-0.05135,0.2759191830715408,,1.0,2,11,False
exclude_pandemic,exact,pre_third,T,release_dfm,0.10533856013486302,0.0901254276508023,-0.0901254276508023,0.32097379098555867,,1.0,2,11,True
exclude_pandemic,pseudo,pre_advance,A,ar,0.2893596215441562,0.2871899419032215,-0.035368458402954994,1.0,,1.0,2,11,False
exclude_pandemic,pseudo,pre_second,S,no_revision,0.0666882673339172,0.05135,-0.05135,0.2759191830715408,,1.0,2,11,False
exclude_pandemic,pseudo,pre_third,T,release_dfm,0.10538290616656375,0.0900896870148737,-0.0900896870148737,0.3211089163745134,,1.0,2,11,True
post_pandemic,exact,pre_advance,A,ar,0.2893596215441562,0.2871899419032215,-0.035368458402954994,1.0,,1.0,2,11,False
post_pandemic,exact,pre_second,S,no_revision,0.0666882673339172,0.05135,-0.05135,0.2759191830715408,,1.0,2,11,False
post_pandemic,exact,pre_third,T,release_dfm,0.10533856013486302,0.0901254276508023,-0.0901254276508023,0.32097379098555867,,1.0,2,11,True
post_pandemic,pseudo,pre_advance,A,ar,0.2893596215441562,0.2871899419032215,-0.035368458402954994,1.0,,1.0,2,11,False
post_pandemic,pseudo,pre_second,S,no_revision,0.0666882673339172,0.05135,-0.05135,0.2759191830715408,,1.0,2,11,False
post_pandemic,pseudo,pre_third,T,release_dfm,0.10538290616656375,0.0900896870148737,-0.0900896870148737,0.3211089163745134,,1.0,2,11,True
