model_id,timing_mode,checkpoint_id,revision_target_id,n_runs,run_labels,max_iters,rmse_min,rmse_max,rmse_range,last_run_rmse,last_run_convergence_rate,last_run_median_relative_llf_improvement
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5605800485026388,0.5605800485026388,0.0,0.5605800485026388,1.0,9.299720613540878e-05
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3617234561115697,0.3617234561115697,0.0,0.3617234561115697,1.0,9.530757499999448e-05
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.2898514041328908,1.2898514041328908,0.0,1.2898514041328908,1.0,9.42095107065753e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5605800485026388,0.5605800485026388,0.0,0.5605800485026388,1.0,9.329888069006936e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3617234561115697,0.3617234561115697,0.0,0.3617234561115697,1.0,9.53924728726445e-05
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.2898514041328908,1.2898514041328908,0.0,1.2898514041328908,1.0,9.42745521502832e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5878393016425709,0.5878393016425709,0.0,0.5878393016425709,1.0,9.334102970263788e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.362501323411199,0.362501323411199,0.0,0.362501323411199,1.0,9.353237719235452e-05
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.2922457215483245,1.2922457215483245,0.0,1.2922457215483245,1.0,9.35223089917508e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5882936565084114,0.5882936565084114,0.0,0.5882936565084114,1.0,9.34947160591707e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3625198909724895,0.3625198909724895,0.0,0.3625198909724895,1.0,9.360424446168236e-05
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.2922454583959668,1.2922454583959668,0.0,1.2922454583959668,1.0,9.420912353946584e-05
monthly_mixed_frequency_kalman_em,exact,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5503861803954445,0.5503861803954445,0.0,0.5503861803954445,1.0,9.56543026950009e-05
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3616435861906947,0.3616435861906947,0.0,0.3616435861906947,1.0,9.556488853305474e-05
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.342685712650498,1.342685712650498,0.0,1.342685712650498,1.0,9.593078983716884e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5497801744288012,0.5497801744288012,0.0,0.5497801744288012,1.0,9.58365013136614e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3602577885744382,0.3602577885744382,0.0,0.3602577885744382,1.0,9.545835475240666e-05
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.3431619424245085,1.3431619424245085,0.0,1.3431619424245085,1.0,9.566622545471822e-05
revision_dfm_kalman_em,exact,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5730251542996614,0.5730251542996614,0.0,0.5730251542996614,1.0,9.30150126945095e-05
revision_dfm_kalman_em,exact,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3618843665851665,0.3618843665851665,0.0,0.3618843665851665,1.0,9.366961233923149e-05
revision_dfm_kalman_em,exact,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.2919222974388838,1.2919222974388838,0.0,1.2919222974388838,1.0,9.33428577426242e-05
revision_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,1,sensitivity_exclude_covid_max_iter100,100,0.5730522360844849,0.5730522360844849,0.0,0.5730522360844849,1.0,9.30150230431688e-05
revision_dfm_kalman_em,pseudo,pre_second,DELTA_TS,1,sensitivity_exclude_covid_max_iter100,100,0.3618857074535965,0.3618857074535965,0.0,0.3618857074535965,1.0,9.36398934987327e-05
revision_dfm_kalman_em,pseudo,pre_third,DELTA_MT,1,sensitivity_exclude_covid_max_iter100,100,1.291921554684967,1.291921554684967,0.0,1.291921554684967,1.0,9.33430223660174e-05
