model_id,timing_mode,checkpoint_id,revision_target_id,n_forecasts,n_variance,share_positive_variance,share_finite_sd,min_forecast_variance,median_forecast_variance,max_forecast_variance,mean_forecast_sd,empirical_error_sd,RMSE,mean_sd_to_rmse,mean_sd_to_empirical_error_sd,coverage_68,coverage_90,model_implied_share
ar,exact,pre_advance,DELTA_SA,79,0,0.0,0.0,,,,,0.6773397609913052,0.6781421206748106,,,,,0.0
ar,exact,pre_second,DELTA_TS,79,0,0.0,0.0,,,,,0.41019163488335636,0.40791620019200964,,,,,0.0
ar,exact,pre_third,DELTA_MT,73,0,0.0,0.0,,,,,3.417576733057171,3.4562825071803047,,,,,0.0
ar,pseudo,pre_advance,DELTA_SA,79,0,0.0,0.0,,,,,0.6773397609913052,0.6781421206748106,,,,,0.0
ar,pseudo,pre_second,DELTA_TS,79,0,0.0,0.0,,,,,0.41019163488335636,0.40791620019200964,,,,,0.0
ar,pseudo,pre_third,DELTA_MT,73,0,0.0,0.0,,,,,3.417576733057171,3.4562825071803047,,,,,0.0
bridge,exact,pre_advance,DELTA_SA,79,0,0.0,0.0,,,,,0.722885248043382,0.7182954588874345,,,,,0.0
bridge,exact,pre_second,DELTA_TS,79,0,0.0,0.0,,,,,0.4944408692661488,0.4916791866250371,,,,,0.0
bridge,exact,pre_third,DELTA_MT,73,0,0.0,0.0,,,,,2.1845392355247824,2.1997742930833586,,,,,0.0
bridge,pseudo,pre_advance,DELTA_SA,79,0,0.0,0.0,,,,,0.7267392633602563,0.7221269467369036,,,,,0.0
bridge,pseudo,pre_second,DELTA_TS,79,0,0.0,0.0,,,,,0.49511434520623226,0.49234421429461056,,,,,0.0
bridge,pseudo,pre_third,DELTA_MT,73,0,0.0,0.0,,,,,2.1836057447763193,2.1983794875175358,,,,,0.0
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,79,79,1.0,1.0,0.4040417167923422,0.4452683595759215,0.4812365053478,0.667095473642203,0.5694656229901923,0.5696627235545563,1.1710358534251464,1.1714411664384035,0.8354430379746836,0.9367088607594937,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,79,79,1.0,1.0,0.1318804279352854,0.1434686067143471,0.1595130799716492,0.37976328272556753,0.3595420355888921,0.3613823734957444,1.0508627718945445,1.0562416772869274,0.8481012658227848,0.9493670886075949,1.0
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,73,73,1.0,1.0,2.172550241638737,2.353826297158556,2.4219615195838142,1.5240624146958905,1.371144835436604,1.4192460175958965,1.073853578449736,1.1115254751410664,0.7808219178082192,0.8904109589041096,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,79,79,1.0,1.0,0.4040421371577256,0.4452683595759215,0.4812388070424855,0.6670117879740352,0.5694656229901923,0.5696627235545563,1.1708889495384998,1.1712942117061258,0.8354430379746836,0.9367088607594937,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,79,79,1.0,1.0,0.1323571466214569,0.1434688302357366,0.1595130799716492,0.37977112387768047,0.3595420355888921,0.3613823734957444,1.0508844695552164,1.056263486008403,0.8481012658227848,0.9493670886075949,1.0
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,73,73,1.0,1.0,2.1725499864775157,2.3538269719091183,2.421958776390583,1.5240425969284377,1.371144835436604,1.4192460175958965,1.0738396148611777,1.1115110216953465,0.7808219178082192,0.8904109589041096,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,79,79,1.0,1.0,0.3592396058387583,0.4037954153679637,0.4291156402139027,0.6326522907974301,0.6239398168070287,0.6239112681141387,1.0140100413793014,1.013963644819122,0.7468354430379747,0.9113924050632911,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,79,79,1.0,1.0,0.1277146034288444,0.1396201421525117,0.1537420964543132,0.3735105248588501,0.36076510238893134,0.3620842970276392,1.0315568168103646,1.0353288674140613,0.8481012658227848,0.9493670886075949,1.0
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,73,73,1.0,1.0,2.167110545211852,2.3372506186643993,2.412897117247099,1.519471499970765,1.3743758385774028,1.422808380091794,1.067938255939099,1.1055720402823355,0.7808219178082192,0.8904109589041096,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,79,79,1.0,1.0,0.3592396058387583,0.4037815776853266,0.429115874052302,0.6326934850983991,0.6251264794680431,0.6252284404676193,1.011939707389505,1.0121047594029213,0.7468354430379747,0.9113924050632911,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,79,79,1.0,1.0,0.1277145160037347,0.1396201438722409,0.1537420964543132,0.37351531483429534,0.36067929127375226,0.3620028592762923,1.0318021122292196,1.0355884684014216,0.8481012658227848,0.9493670886075949,1.0
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,73,73,1.0,1.0,2.167108024790821,2.3372490968891286,2.412898101540108,1.5194611046178026,1.3743844129958003,1.422815176393085,1.0679258485769882,1.105557579269815,0.7808219178082192,0.8904109589041096,1.0
midas_umidas,exact,pre_advance,DELTA_SA,79,0,0.0,0.0,,,,,13.920103314063764,13.866667467379607,,,,,0.0
