model_id,timing_mode,forecast_origin,forecast_origin_date,checkpoint_id,target_id,revision_target_id,target_quarter,forecast_value,forecast_variance,forecast_sd,density_source,realized_value,forecast_error,revision_target_flag,converged,n_iter,loglikelihood,llf_initial,llf_final,llf_last_improvement,llf_relative_last_improvement,llf_history_length,numerical_guard_event_count,numerical_guard_events,n_indicators,estimation_window,rolling_window_quarters,training_window_start,excluded_quarters,initialization_seed,initialization_jitter
ar,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.1358110530546972,,,not_available,-0.3404999999999998,0.476311053054697,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
no_revision,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.0,,,not_available,-0.3404999999999998,0.3404999999999998,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
bridge,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,-0.164970461575902,,,not_available,-0.3404999999999998,0.1755295384240978,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
midas_umidas,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,-1.5985386222804119,,,not_available,-0.3404999999999998,-1.258038622280412,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
spf,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.0,,,not_available,-0.3404999999999998,0.3404999999999998,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
monthly_mixed_frequency_kalman_em,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.11486183742337297,20.88918706741567,4.570469020507159,model_implied_state_space,-0.3404999999999998,0.4553618374233728,True,False,2,-2558.4307211432842,-3146.1917880789088,-2558.4307211432842,217.1912258094835,0.07822138914080191,3.0,0,{},14,rolling,40,2012:Q1,,,0.0
standard_dfm,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.12105944223466425,,,not_available,-0.3404999999999998,0.46155944223466405,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
release_dfm,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.12105944223466425,,,not_available,-0.3404999999999998,0.46155944223466405,True,True,0,,,,,,,0,{},14,rolling,40,2012:Q1,,,0.0
revision_dfm_kalman_em,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.2616903084721818,25.036245612659172,5.003623248472968,model_implied_state_space,-0.3404999999999998,0.6021903084721816,True,False,2,-709.8971298584052,-1096.9115617180648,-709.8971298584052,138.83365994375026,0.16338546467884868,3.0,0,{},14,rolling,40,2012:Q1,,,0.0
indicator_revision_only_dfm_kalman_em,exact,2024:Q1:pre_advance:exact,2024-04-24,pre_advance,DELTA_SA,DELTA_SA,2024:Q1,0.0,17.05182722084802,4.129385816419679,model_implied_state_space,-0.3404999999999998,0.3404999999999998,True,False,2,-1178.9599160400026,-1870.9718195688151,-1178.9599160400026,181.67402520159158,0.13342354336139248,3.0,0,{},14,rolling,40,2012:Q1,,,0.0
