model_id,timing_mode,checkpoint_id,outcome_id,forecast_origin,forecast_origin_date,target_quarter,forecast_value,realized_value,forecast_error,calibration_n,predictive_variance,predictive_sd,log_score,crps,pit,prob_below_zero,prob_large_positive_revision_gt_0p2,prob_large_negative_revision_lt_minus_0p2,realized_below_zero,realized_large_positive_revision_gt_0p2,realized_large_negative_revision_lt_minus_0p2,lower_68,upper_68,covered_68,lower_90,upper_90,covered_90,density_method
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2024:Q1:pre_advance:exact,2024-04-24,2024:Q1,0.0,-0.3404999999999998,0.3404999999999998,0,5.758488125219367,2.399685005416204,-1.8043429143565273,0.5800368661545283,0.44358201564423555,0.5,0.4667888993466932,0.4667888993466932,True,False,True,-2.399685005416204,2.399685005416204,True,-3.9471305846999067,3.9471305846999067,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2024:Q2:pre_advance:exact,2024-07-24,2024:Q2,0.0,0.1112999999999999,-0.1112999999999999,1,6.592736355517877,2.567632441670318,-1.8628622739248781,0.6019672236507044,0.5172876669429183,0.5,0.46895667582060496,0.46895667582060496,False,False,False,-2.567632441670318,2.567632441670318,True,-4.223379534359687,4.223379534359687,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2024:Q3:pre_advance:exact,2024-10-29,2024:Q3,0.0,0.0087999999999999,-0.0087999999999999,2,6.5632551949263735,2.561885086206322,-1.8596877820257334,0.5987117360634368,0.501370352316994,0.5,0.4688871741620866,0.46888717416208664,False,False,False,-2.561885086206322,2.561885086206322,True,-4.213925975879353,4.213925975879353,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2024:Q4:pre_advance:exact,2025-01-29,2024:Q4,0.0,0.0939000000000001,-0.0939000000000001,3,6.52492024561592,2.5543923437122813,-1.8574285548589857,0.5983255680985172,0.5146618999546526,0.5,0.46879609766434416,0.4687960976643441,False,False,False,-2.5543923437122813,2.5543923437122813,True,-4.201601511212218,4.201601511212218,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2024:Q1:pre_second:exact,2024-05-29,2024:Q1,0.0,0.1602999999999999,-0.1602999999999999,0,6.787079127096126,2.605202319800926,-1.8783418866991402,0.6127563735724392,0.5245317290366469,0.5,0.4694034694292428,0.4694034694292429,False,False,False,-2.605202319800926,2.605202319800926,True,-4.285176484666942,4.285176484666942,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2024:Q2:pre_second:exact,2024-08-28,2024:Q2,0.0,0.0381,-0.0381,1,6.755609766164948,2.5991555871407446,-1.8742325886829077,0.607632408269915,0.5058477286382418,0.5,0.46933242920106655,0.46933242920106655,False,False,False,-2.5991555871407446,2.5991555871407446,True,-4.275230494519637,4.275230494519637,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2024:Q3:pre_second:exact,2024-11-26,2024:Q3,0.0,0.2393999999999998,-0.2393999999999998,2,6.72574289083216,2.5934037269257098,-1.8761703977609177,0.6148755076316248,0.5367745727885493,0.5,0.46926454676912943,0.4692645467691294,False,True,False,-2.5934037269257098,2.5934037269257098,True,-4.265769526383219,4.265769526383219,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2024:Q4:pre_second:exact,2025-02-26,2024:Q4,0.0,0.1044,-0.1044,3,6.687836330075082,2.5860851358907504,-1.8698985992963792,0.6060362678656118,0.5161008867581773,0.5,0.469177738820301,0.469177738820301,False,False,False,-2.5860851358907504,2.5860851358907504,True,-4.253731515375192,4.253731515375192,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,2024:Q1:pre_third:exact,2024-06-26,2024:Q1,0.0,-0.5680999999999999,0.5680999999999999,0,7.664512431719146,2.7684855845243526,-1.9582930044192042,0.6933255659452751,0.4187069811663735,0.5,0.4712047951218523,0.4712047951218523,True,False,True,-2.7684855845243526,2.7684855845243526,True,-4.553753554867748,4.553753554867748,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,2024:Q2:pre_third:exact,2024-09-25,2024:Q2,0.0,0.6000000000000001,-0.6000000000000001,1,7.634337945912143,2.7630305727429336,-1.9588443271378058,0.6974819441524318,0.5859553910814201,0.5,0.4711480442813354,0.4711480442813354,False,True,False,-2.7630305727429336,2.7630305727429336,True,-4.5447808589540175,4.5447808589540175,True,model_implied_state_space
