model_id,timing_mode,checkpoint_id,outcome_id,forecast_origin,forecast_origin_date,target_quarter,forecast_value,realized_value,forecast_error,calibration_n,predictive_variance,predictive_sd,log_score,crps,pit,prob_below_zero,prob_large_positive_revision_gt_0p2,prob_large_negative_revision_lt_minus_0p2,realized_below_zero,realized_large_positive_revision_gt_0p2,realized_large_negative_revision_lt_minus_0p2,lower_68,upper_68,covered_68,lower_90,upper_90,covered_90,density_method
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2024:Q1:pre_advance:exact,2024-04-24,2024:Q1,2.391432945597634,1.5897,0.8017329455976341,0,7.909606377476431,2.812402243185784,-1.9936101403745183,0.7478102166076614,0.38779506081409676,0.197574482465142,0.7820699996621522,0.17841287961286756,False,True,False,-0.42096929758815005,5.203835188783418,True,-2.234557084552959,7.017422975748227,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2024:Q2:pre_advance:exact,2024-07-24,2024:Q2,3.0190924828807173,2.8401,0.1789924828807172,1,8.384546472074591,2.895608135102986,-1.9840442431689556,0.6811017488215584,0.4753550149478598,0.14855627866278287,0.8348662658178985,0.1331302438788685,False,True,False,0.12348434777773143,5.914700617983703,True,-1.743759060373618,7.7819440261350525,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2024:Q3:pre_advance:exact,2024-10-29,2024:Q3,2.205412668488058,2.8248,-0.619387331511942,2,8.336860703023502,2.887362239661574,-2.0022905994693585,0.7275667389965248,0.5849279154632129,0.22248853370322788,0.7563308036374063,0.20239893372236695,False,True,False,-0.681949571173516,5.092774908149632,True,-2.543875583742008,6.954700920718125,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2024:Q4:pre_advance:exact,2025-01-29,2024:Q4,2.5145709718275087,2.2512,0.2633709718275088,3,8.295976687516998,2.8802737174645396,-1.98100446052013,0.6827063504099854,0.4635716630937549,0.19132283239914707,0.7891842847911601,0.17297608491161284,False,True,False,-0.365702745637031,5.394844689292048,True,-2.223057698957039,7.252199642612057,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2024:Q1:pre_second:exact,2024-05-29,2024:Q1,1.8475306797974784,1.2492,0.5983306797974781,0,5.334373330816941,2.3096262318429233,-1.7895801595849636,0.6012418771957782,0.39779465578578277,0.21187676029571312,0.7621798807678555,0.18766859375905798,False,True,False,-0.46209555204544484,4.157156911640402,True,-1.951466404551616,5.6465277641465725,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2024:Q2:pre_second:exact,2024-08-28,2024:Q2,2.815124217064797,2.9514,-0.1362757829352028,1,5.309210401661814,2.3041723897447026,-1.7554090453608033,0.5416879584916401,0.5235809151680506,0.11090095960096005,0.871802207899714,0.0953434550455344,False,True,False,0.5109518273200946,5.1192966068095,True,-0.9749020953282179,6.605150529457813,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2024:Q3:pre_second:exact,2024-11-26,2024:Q3,2.6016903818090613,2.8336,-0.2319096181909388,2,5.284448341298098,2.2987928008626826,-1.7564113611229564,0.5465419927474902,0.5401784178893496,0.12886688392392517,0.8519334103618292,0.11146652011311928,False,True,False,0.30289758094637875,4.900483182671744,True,-1.1794872942998555,6.382868057917978,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2024:Q4:pre_second:exact,2025-02-26,2024:Q4,2.3487728220334714,2.3451,0.0036728220334714,3,5.2548691586605685,2.2923501387572904,-1.7485173695260507,0.5357130611629772,0.49936081170765706,0.15277280393578363,0.825715033416992,0.13309913749045496,False,True,False,0.05642268327618094,4.641122960790762,True,-1.4218076179441685,6.119353262011112,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2024:Q1:pre_third:exact,2024-06-26,2024:Q1,1.6339130021798278,1.4095,0.2244130021798278,0,4.115279238737196,2.0286151036451434,-1.6324106850923892,0.4839709773107943,0.45595735819255023,0.21028500524717625,0.76016806979127,0.18299182627568197,False,True,False,-0.3947021014653156,3.662528105824971,True,-1.702861908739423,4.970687913099079,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2024:Q2:pre_third:exact,2024-09-25,2024:Q2,2.880384880454009,2.9895,-0.1091151195459909,1,4.093409614894478,2.023217639033052,-1.6250819701353718,0.4751629027694576,0.5215051217176674,0.07727168201098451,0.9073833967547343,0.06393969366823866,False,True,False,0.857167241420957,4.903602519487061,True,-0.44751199122170116,6.20828175212972,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2024:Q3:pre_third:exact,2024-12-18,2024:Q3,2.6862622243219456,3.073,-0.3867377756780543,2,4.658334132136503,2.1583174308095883,-1.7043210885835611,0.5319599328818678,0.5711037187100997,0.10663767643671639,0.8753280912667862,0.09056657402679494,False,True,False,0.5279447935123573,4.844579655131534,True,-0.8638540298577886,6.236378478501679,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2024:Q4:pre_third:exact,2025-03-26,2024:Q4,2.3589547156559663,2.4495,-0.0905452843440337,3,4.632740883984384,2.1523802833106385,-1.6863977092695845,0.5045198143762655,0.5167775607244754,0.1365448845649912,0.8420827153757309,0.11724044288559944,False,True,False,0.2065744323453278,4.511334998966605,True,-1.1813957999263747,5.899305231238307,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2024:Q1:pre_advance:pseudo,2024-04-30,2024:Q1,2.396698038689583,1.5897,0.806998038689583,0,7.909526210977531,2.8123879908322627,-1.994140922296333,0.7489926584869719,0.38707757527902703,0.19705342353412,0.7826220716317058,0.1779235723344463,False,True,False,-0.4156899521426798,5.2090860295218455,True,-2.229268548425628,7.022664625804794,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2024:Q2:pre_advance:pseudo,2024-07-31,2024:Q2,2.9103395186810825,2.8401,0.0702395186810824,1,8.38346524038058,2.8954214270776855,-1.9823634495710079,0.6773251801796105,0.49032307858945756,0.15741175887460412,0.8253834160303365,0.1413605044130498,False,True,False,0.014918091603397077,5.805760945758768,True,-1.8522049172006563,7.672883954562821,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2024:Q3:pre_advance:pseudo,2024-10-31,2024:Q3,2.218128687984078,2.8248,-0.6066713120159224,2,8.336940577959032,2.8873760714460164,-2.0013601390811564,0.725431680522159,0.5832097282703423,0.22117941495788632,0.7577080558030106,0.20116053384991592,False,True,False,-0.6692473834619386,5.105504759430094,True,-2.531182315506795,6.967439691474951,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2024:Q4:pre_advance:pseudo,2025-01-31,2024:Q4,2.5209291320428937,2.2512,0.2697291320428938,3,8.295965427701718,2.8802717628206054,-1.981208075773746,0.6831747104816553,0.46269474207541744,0.1907216594874371,0.7898215262027205,0.17241166696466523,False,True,False,-0.35934263077771167,5.401200894863499,True,-2.216696323638489,7.2585545877242765,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2024:Q1:pre_second:pseudo,2024-05-31,2024:Q1,1.8473934934774157,1.2492,0.5981934934774156,0,5.334343583402401,2.309619791957629,-1.78956217258496,0.6012125025034735,0.39781729163161617,0.21189332255517054,0.7621621223708973,0.18768392478004534,False,True,False,-0.46222629848021324,4.157013285435045,True,-1.9515929982029947,5.646379985157826,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2024:Q2:pre_second:pseudo,2024-08-31,2024:Q2,2.815306948340223,2.9514,-0.1360930516597771,1,5.309212888821334,2.304172929452417,-1.755404591607935,0.5416794716978909,0.5235493269449158,0.1108860149175258,0.8718187663417971,0.09533006808661569,False,True,False,0.5111340188878057,5.1194798777926405,True,-0.9747202517929843,6.60533414847343,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2024:Q3:pre_second:pseudo,2024-11-30,2024:Q3,2.6030668754778805,2.8336,-0.2305331245221196,2,5.284364806894108,2.29877463160139,-1.7563433081863666,0.5464275358799713,0.5399410553059569,0.12873914099883443,0.8520736840927393,0.1113510659911635,False,True,False,0.30429224387649034,4.90184150707927,True,-1.1780809148557005,6.384214665811461,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2024:Q4:pre_second:pseudo,2025-02-28,2024:Q4,2.350289448033455,2.3451,0.0051894480334548,3,5.254887788092674,2.292354202145182,-1.7485204209866907,0.5357163498669825,0.49909687234972533,0.15261713646129185,0.8258846555797325,0.1329573599948191,False,True,False,0.057935245888272924,4.642643650178637,True,-1.4202976756224959,6.120876571689406,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,2024:Q1:pre_third:pseudo,2024-06-30,2024:Q1,1.639740047564461,1.4095,0.230240047564461,0,4.114728281014603,2.0284793025847225,-1.6326664863724853,0.4844598498628747,0.4548155873116353,0.20944189597216803,0.7610745167063835,0.18221521877247654,False,True,False,-0.3887392550202615,3.6682193501491835,True,-1.6968114904880127,4.976291585616934,True,model_implied_state_space
