model_id,timing_mode,checkpoint_id,outcome_id,forecast_origin,forecast_origin_date,target_quarter,forecast_value,realized_value,forecast_error,calibration_n,predictive_variance,predictive_sd,log_score,crps,lower_68,upper_68,covered_68,lower_90,upper_90,covered_90,density_method
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,2024:Q4:pre_advance:exact,2025-01-29,2024:Q4,0.0,0.0939000000000001,-0.0939000000000001,0,6.52492024561592,2.5543923437122813,-1.8574285548589857,0.5983255680985172,-2.5543923437122813,2.5543923437122813,True,-4.201601511212218,4.201601511212218,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,2024:Q4:pre_second:exact,2025-02-26,2024:Q4,0.0,0.1044,-0.1044,0,6.687836330075082,2.5860851358907504,-1.8698985992963792,0.6060362678656118,-2.5860851358907504,2.5860851358907504,True,-4.253731515375192,4.253731515375192,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,2024:Q4:pre_third:exact,2025-03-26,2024:Q4,0.0,-0.5985,0.5985,0,8.465645691715437,2.9095782669856876,-2.008102905810526,0.7288957200279029,-2.9095782669856876,2.9095782669856876,True,-4.785830365350587,4.785830365350587,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,2024:Q4:pre_advance:pseudo,2025-01-31,2024:Q4,0.0,0.0939000000000001,-0.0939000000000001,0,6.524917861433972,2.5543918770294374,-1.857428372407667,0.5983254592885825,-2.5543918770294374,2.5543918770294374,True,-4.201600743587249,4.201600743587249,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,2024:Q4:pre_second:pseudo,2025-02-28,2024:Q4,0.0,0.1044,-0.1044,0,6.687842523836279,2.5860863334073514,-1.8698990616031614,0.6060365469409574,-2.5860863334073514,2.5860863334073514,True,-4.253733485114716,4.253733485114716,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,2024:Q4:pre_third:pseudo,2025-03-31,2024:Q4,0.0,-0.5985,0.5985,0,8.465643877341712,2.9095779551924212,-2.0081028031837826,0.7288956523712404,-2.9095779551924212,2.9095779551924212,True,-4.7858298524963025,4.7858298524963025,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,2024:Q4:pre_advance:exact,2025-01-29,2024:Q4,0.153004146850427,0.0939000000000001,0.0591041468504269,0,8.480396616122418,2.9121120541837704,-1.988023106198908,0.6810245054857694,-2.7591079073333433,3.0651162010341975,True,-4.63699392756285,4.943002221263704,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,2024:Q4:pre_second:exact,2025-02-26,2024:Q4,0.00093967168509,0.1044,-0.10346032831491,0,6.6393086832804595,2.5766856003945184,-1.8662485662576658,0.6038155418740003,-2.5757459287094284,2.5776252720796085,True,-4.237330983637466,4.239210327007645,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,2024:Q4:pre_third:exact,2025-03-26,2024:Q4,0.079986651769119,-0.5985,0.678486651769119,0,9.39443515763874,3.065034283272985,-2.063498182823867,0.775957641754116,-2.985047631503866,3.145020935042104,True,-4.961546105803056,5.1215194093412935,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,2024:Q4:pre_advance:pseudo,2025-01-31,2024:Q4,0.1519227548715527,0.0939000000000001,0.0580227548715526,0,8.480395017839195,2.9121117797638187,-1.9880155441857907,0.6810070908781479,-2.760189024892266,3.0640345346353715,True,-4.6380748681610715,4.941920377904177,True,model_implied_state_space
