model_id,timing_mode,checkpoint_id,outcome_id,forecast_origin,forecast_origin_date,target_quarter,forecast_value,realized_value,forecast_error,calibration_n,predictive_variance,predictive_sd,log_score,crps,lower_68,upper_68,covered_68,lower_90,upper_90,covered_90,density_method
indicator_revision_only_dfm_kalman_em,exact,pre_advance,A,2024:Q4:pre_advance:exact,2025-01-29,2024:Q4,2.5145709718275087,2.2512,0.2633709718275088,0,8.295976687516998,2.8802737174645396,-1.98100446052013,0.6827063504099854,-0.365702745637031,5.394844689292048,True,-2.223057698957039,7.252199642612057,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_second,S,2024:Q4:pre_second:exact,2025-02-26,2024:Q4,2.3487728220334714,2.3451,0.0036728220334714,0,5.2548691586605685,2.2923501387572904,-1.7485173695260507,0.5357130611629772,0.05642268327618094,4.641122960790762,True,-1.4218076179441685,6.119353262011112,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,exact,pre_third,T,2024:Q4:pre_third:exact,2025-03-26,2024:Q4,2.3589547156559663,2.4495,-0.0905452843440337,0,4.632740883984384,2.1523802833106385,-1.6863977092695845,0.5045198143762655,0.2065744323453278,4.511334998966605,True,-1.1813957999263747,5.899305231238307,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,A,2024:Q4:pre_advance:pseudo,2025-01-31,2024:Q4,2.5209291320428937,2.2512,0.2697291320428938,0,8.295965427701718,2.8802717628206054,-1.981208075773746,0.6831747104816553,-0.35934263077771167,5.401200894863499,True,-2.216696323638489,7.2585545877242765,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,S,2024:Q4:pre_second:pseudo,2025-02-28,2024:Q4,2.350289448033455,2.3451,0.0051894480334548,0,5.254887788092674,2.292354202145182,-1.7485204209866907,0.5357163498669825,0.057935245888272924,4.642643650178637,True,-1.4202976756224959,6.120876571689406,True,model_implied_state_space
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,T,2024:Q4:pre_third:pseudo,2025-03-31,2024:Q4,2.3582401929939825,2.4495,-0.0912598070060175,0,4.632739261619111,2.1523799064335996,-1.686411554681193,0.5045437970114736,0.2058602865603829,4.510620099427582,True,-1.182109702680794,5.898590088668759,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,A,2024:Q4:pre_advance:exact,2025-01-29,2024:Q4,2.3642994197187788,2.2512,0.1130994197187789,0,11.486917469569864,3.38923552878372,-2.1400997060870575,0.7935528475791154,-1.0249361090649414,5.753534948502499,True,-3.210496932393914,7.939095771831472,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,S,2024:Q4:pre_second:exact,2025-02-26,2024:Q4,2.4545678634433616,2.3451,0.1094678634433616,0,5.534094749132655,2.3524656743792574,-1.7754852059329413,0.5517912157372472,0.10210218906410429,4.807033537822619,True,-1.4148938333382008,6.324029560224924,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,T,2024:Q4:pre_third:exact,2025-03-26,2024:Q4,2.4216221867154464,2.4495,-0.0278778132845536,0,4.720620872372069,2.172698983378063,-1.6949910158209638,0.5078915388401122,0.24892320333738338,4.59432117009351,True,-1.152149616367737,5.99539398979863,True,model_implied_state_space
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,A,2024:Q4:pre_advance:pseudo,2025-01-31,2024:Q4,2.37179957050103,2.2512,0.1205995705010307,0,11.486899089967254,3.3892328173153365,-2.140175201594147,0.7937584914467172,-1.0174332468143064,5.761032387816367,True,-3.2029923216430576,7.946591462645118,True,model_implied_state_space
