model_id,timing_mode,checkpoint_id,outcome_id,n_density_forecasts,mean_log_score,mean_crps,coverage_68,coverage_90,mean_predictive_sd
indicator_revision_only_dfm_kalman_em,exact,pre_advance,DELTA_SA,1,-1.8574285548589857,0.5983255680985172,1.0,1.0,2.5543923437122813
indicator_revision_only_dfm_kalman_em,exact,pre_second,DELTA_TS,1,-1.8698985992963792,0.6060362678656118,1.0,1.0,2.5860851358907504
indicator_revision_only_dfm_kalman_em,exact,pre_third,DELTA_MT,1,-2.008102905810526,0.7288957200279029,1.0,1.0,2.9095782669856876
indicator_revision_only_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,1,-1.857428372407667,0.5983254592885825,1.0,1.0,2.5543918770294374
indicator_revision_only_dfm_kalman_em,pseudo,pre_second,DELTA_TS,1,-1.8698990616031614,0.6060365469409574,1.0,1.0,2.5860863334073514
indicator_revision_only_dfm_kalman_em,pseudo,pre_third,DELTA_MT,1,-2.0081028031837826,0.7288956523712404,1.0,1.0,2.9095779551924212
joint_indicator_revision_dfm_full_kalman_em,exact,pre_advance,DELTA_SA,1,-1.988023106198908,0.6810245054857694,1.0,1.0,2.9121120541837704
joint_indicator_revision_dfm_full_kalman_em,exact,pre_second,DELTA_TS,1,-1.8662485662576658,0.6038155418740003,1.0,1.0,2.5766856003945184
joint_indicator_revision_dfm_full_kalman_em,exact,pre_third,DELTA_MT,1,-2.063498182823867,0.775957641754116,1.0,1.0,3.065034283272985
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_advance,DELTA_SA,1,-1.9880155441857907,0.6810070908781479,1.0,1.0,2.9121117797638187
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_second,DELTA_TS,1,-1.8662490748071672,0.6038158643448747,1.0,1.0,2.5766868834284433
joint_indicator_revision_dfm_full_kalman_em,pseudo,pre_third,DELTA_MT,1,-2.0634980529513443,0.7759574452757754,1.0,1.0,3.065034063012352
monthly_mixed_frequency_kalman_em,exact,pre_advance,DELTA_SA,1,-2.0104218523165613,0.6961075400039238,1.0,1.0,2.978684095336025
monthly_mixed_frequency_kalman_em,exact,pre_second,DELTA_TS,1,-1.9355857518712472,0.6461764767487603,1.0,1.0,2.7634443672395115
monthly_mixed_frequency_kalman_em,exact,pre_third,DELTA_MT,1,-2.2279079389611667,0.8997263679235447,1.0,1.0,3.6402120092280477
monthly_mixed_frequency_kalman_em,pseudo,pre_advance,DELTA_SA,1,-2.010422654722155,0.6961085682611576,1.0,1.0,2.9786856529316434
monthly_mixed_frequency_kalman_em,pseudo,pre_second,DELTA_TS,1,-1.935570769529146,0.6461591852806883,1.0,1.0,2.7634164578393396
monthly_mixed_frequency_kalman_em,pseudo,pre_third,DELTA_MT,1,-2.2278103352177068,0.8994497143552705,1.0,1.0,3.640202406197448
revision_dfm_kalman_em,exact,pre_advance,DELTA_SA,1,-1.9471487136659642,0.6541733236590541,1.0,1.0,2.7947289907299027
revision_dfm_kalman_em,exact,pre_second,DELTA_TS,1,-1.8641344246510445,0.6025448390295904,1.0,1.0,2.5712358878055603
revision_dfm_kalman_em,exact,pre_third,DELTA_MT,1,-2.0133296682333204,0.7431855719430124,1.0,1.0,2.905374154051571
revision_dfm_kalman_em,pseudo,pre_advance,DELTA_SA,1,-1.9471319037705512,0.6541365647564903,1.0,1.0,2.7947277149349996
revision_dfm_kalman_em,pseudo,pre_second,DELTA_TS,1,-1.8641340905094663,0.6025446843762613,1.0,1.0,2.5712349457809083
revision_dfm_kalman_em,pseudo,pre_third,DELTA_MT,1,-2.0133295090230083,0.7431852231106151,1.0,1.0,2.9053741225484018
