model_id,checkpoint_id,revision_target_id,exact,pseudo,exact_minus_pseudo_RMSE
ar,pre_advance,DELTA_SA,0.6781421206748107,0.6781421206748107,0.0
ar,pre_second,DELTA_TS,0.4079162001920096,0.4079162001920096,0.0
ar,pre_third,DELTA_MT,3.4562825071803047,3.4562825071803047,0.0
bridge,pre_advance,DELTA_SA,0.7182954588874345,0.7221269467369036,-0.003831487849469
bridge,pre_second,DELTA_TS,0.4916791866250372,0.4923442142946105,-0.0006650276695733
bridge,pre_third,DELTA_MT,2.1997742930833586,2.198379487517536,0.0013948055658228
indicator_revision_only_dfm_kalman_em,pre_advance,DELTA_SA,0.5696627235545563,0.5696627235545563,0.0
indicator_revision_only_dfm_kalman_em,pre_second,DELTA_TS,0.3613823734957444,0.3613823734957444,0.0
indicator_revision_only_dfm_kalman_em,pre_third,DELTA_MT,1.4192460175958963,1.4192460175958963,0.0
joint_indicator_revision_dfm_full_kalman_em,pre_advance,DELTA_SA,0.6239112681139392,0.6252284404673826,-0.0013171723534434
joint_indicator_revision_dfm_full_kalman_em,pre_second,DELTA_TS,0.3620842970276436,0.362002859276295,8.143775134855646e-05
joint_indicator_revision_dfm_full_kalman_em,pre_third,DELTA_MT,1.4228083800918023,1.4228151763930843,-6.796301282196993e-06
midas_umidas,pre_advance,DELTA_SA,13.866667467379608,13.497152970832795,0.3695144965468095
midas_umidas,pre_second,DELTA_TS,3.124113019494642,3.1241983182834105,-8.529878876917252e-05
midas_umidas,pre_third,DELTA_MT,15.806499283290735,15.83505358913055,-0.0285543058398136
monthly_mixed_frequency_kalman_em,pre_advance,DELTA_SA,0.562594462404261,0.5622733231991663,0.0003211392050946
monthly_mixed_frequency_kalman_em,pre_second,DELTA_TS,0.386023605913001,0.38517827867368,0.0008453272393209
monthly_mixed_frequency_kalman_em,pre_third,DELTA_MT,1.4729562811382046,1.473047583069016,-9.1301930811305e-05
no_revision,pre_advance,DELTA_SA,0.5696627235545563,0.5696627235545563,0.0
no_revision,pre_second,DELTA_TS,0.3613823734957444,0.3613823734957444,0.0
no_revision,pre_third,DELTA_MT,1.4192460175958963,1.4192460175958963,0.0
release_dfm,pre_advance,DELTA_SA,0.6416466896223114,0.6405783165541686,0.0010683730681427
release_dfm,pre_second,DELTA_TS,0.3637919631069554,0.3638289418724508,-3.6978765495410126e-05
release_dfm,pre_third,DELTA_MT,1.523209235729161,1.522950101492707,0.0002591342364537
revision_dfm_kalman_em,pre_advance,DELTA_SA,0.6347405571428794,0.6341880687182305,0.0005524884246488
revision_dfm_kalman_em,pre_second,DELTA_TS,0.361393279460959,0.3613907843737833,2.4950871757578597e-06
revision_dfm_kalman_em,pre_third,DELTA_MT,1.4221756332955529,1.4221752047294198,4.285661330261093e-07
standard_dfm,pre_advance,DELTA_SA,0.6416466896223114,0.6405783165541686,0.0010683730681427
standard_dfm,pre_second,DELTA_TS,0.3671373475049814,0.3671091037446861,2.824376029525455e-05
standard_dfm,pre_third,DELTA_MT,1.4613218249940112,1.4575724899492866,0.0037493350447246
