model_id,checkpoint_id,target_id,exact,pseudo,exact_minus_pseudo_RMSE
ar,pre_advance,A,7.136876466075766,7.136876466075766,0.0
ar,pre_second,S,6.942115480721942,6.942115480721942,0.0
ar,pre_third,T,6.853900266254954,6.853900266254954,0.0
bridge,pre_advance,A,4.873697083215683,4.853299396730429,0.0203976864852544
bridge,pre_second,S,4.54265384858136,4.542167880186523,0.0004859683948374
bridge,pre_third,T,4.4019297631577015,4.398694165093339,0.0032355980643625
indicator_revision_only_dfm_kalman_em,pre_advance,A,3.842403808539885,3.841898947278857,0.0005048612610276
indicator_revision_only_dfm_kalman_em,pre_second,S,0.5985395768069837,0.5983123305185013,0.0002272462884823
indicator_revision_only_dfm_kalman_em,pre_third,T,0.371883243240598,0.3718435267044599,3.971653613810133e-05
joint_indicator_revision_dfm_full_kalman_em,pre_advance,A,3.774947246769973,3.773931588336731,0.0010156584332414
joint_indicator_revision_dfm_full_kalman_em,pre_second,S,0.648682491274281,0.6479395620332987,0.0007429292409822
joint_indicator_revision_dfm_full_kalman_em,pre_third,T,0.3722570235492137,0.3722639281808161,-6.904631602466793e-06
midas_umidas,pre_advance,A,13.366462459510316,13.55397343598597,-0.1875109764756555
midas_umidas,pre_second,S,4.770330173181986,4.762771639416986,0.0075585337649997
midas_umidas,pre_third,T,6.1904905088081,6.186914482958165,0.0035760258499353
monthly_mixed_frequency_kalman_em,pre_advance,A,4.657583212107029,4.657658082651885,-7.487054485633138e-05
monthly_mixed_frequency_kalman_em,pre_second,S,0.6102047751844892,0.6100065796900154,0.0001981954944738
monthly_mixed_frequency_kalman_em,pre_third,T,0.3786146883386361,0.3777656116797576,0.0008490766588785
no_revision,pre_advance,A,7.26944298718703,7.26944298718703,0.0
no_revision,pre_second,S,0.5696627235545563,0.5696627235545563,0.0
no_revision,pre_third,T,0.3621867125530698,0.3621867125530698,0.0
release_dfm,pre_advance,A,3.0658631497628757,3.051686880620195,0.0141762691426805
release_dfm,pre_second,S,0.6907381923525489,0.6904136306729566,0.0003245616795922
release_dfm,pre_third,T,0.4446166872002175,0.4446354112046444,-1.8724004426873275e-05
revision_dfm_kalman_em,pre_advance,A,3.5252125705476365,3.512510459524698,0.0127021110229383
revision_dfm_kalman_em,pre_second,S,0.665958315441715,0.6657717731417183,0.0001865422999967
revision_dfm_kalman_em,pre_third,T,0.3729000050180803,0.372817995677539,8.200934054131137e-05
standard_dfm,pre_advance,A,3.0658631497628757,3.051686880620195,0.0141762691426805
standard_dfm,pre_second,S,2.9233852978395793,2.91628596847266,0.0070993293669192
standard_dfm,pre_third,T,2.9071466913431796,2.906128566370332,0.0010181249728473
